row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2015Triệu đồng,Năm 2014Triệu đồng,numeric__Thuyết minh,numeric__Năm 2015Triệu đồng,numeric__Năm 2014Triệu đồng
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Mua sắm tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua sắm tài sản cố định,Mua sắm tài sản cố định,,(150.871),(102.545),,-150871.0,-102545.0
"Tiền thu từ thanh lý, nhượng bán TSCĐ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán TSCĐ","Tiền thu từ thanh lý, nhượng bán TSCĐ",,34.567,38.785,,34567.0,38785.0
"Tiền chi từ thanh lý, nhượng bán TSCĐ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi từ thanh lý, nhượng bán TSCĐ","Tiền chi từ thanh lý, nhượng bán TSCĐ",,(89),-,,-89.0,
Mua sắm bất động sản đầu tư,Mua sắm bất động sản đầu tư,Mua sắm bất động sản đầu tư,,-,-,,,
"Tiền thu từ bán, thanh lý bất động sản đầu tư","Mua sắm bất động sản đầu tư > Tiền thu từ bán, thanh lý bất động sản đầu tư","Tiền thu từ bán, thanh lý bất động sản đầu tư",,17.900,1.748,,17900.0,1748.0
"Tiền thu đầu tư, góp vốn vào các đơn vị khác","Mua sắm bất động sản đầu tư > Tiền thu đầu tư, góp vốn vào các đơn vị khác","Tiền thu đầu tư, góp vốn vào các đơn vị khác",,30.465,2.197,,30465.0,2197.0
"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Mua sắm bất động sản đầu tư > Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,3.449,1.403,,3449.0,1403.0
Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động đầu tư,Mua sắm bất động sản đầu tư > Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động đầu tư,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động đầu tư,,(64.579),(58.412),,-64579.0,-58412.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,,,
Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,595.000,-,,595000.0,
"Cổ tức trả cho cổ đông, lợi nhuận đã chia","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Cổ tức trả cho cổ đông, lợi nhuận đã chia","Cổ tức trả cho cổ đông, lợi nhuận đã chia",,(977.499),-,,-977499.0,
Tiền thu được do bán cổ phiếu quỹ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Tiền thu được do bán cổ phiếu quỹ,Tiền thu được do bán cổ phiếu quỹ,,(5),-,,-5.0,
Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động tài chính,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động tài chính,,(382.504),-,,-382504.0,
Lưu chuyển tiền thuần từ/(sử dụng) trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Lưu chuyển tiền thuần từ/(sử dụng) trong năm,Lưu chuyển tiền thuần từ/(sử dụng) trong năm,,3.039.852,(2.774.105),,3039852.0,-2774105.0
Tiền và các khoản tương đương tiền tại thời điểm đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Tiền và các khoản tương đương tiền tại thời điểm đầu năm,Tiền và các khoản tương đương tiền tại thời điểm đầu năm,,5.287.806,8.061.911,,5287806.0,8061911.0
Tiền và các khoản tương đương tiền tại thời điểm cuối năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Tiền và các khoản tương đương tiền tại thời điểm cuối năm,Tiền và các khoản tương đương tiền tại thời điểm cuối năm,28,8.327.658,5.287.806,28.0,8327658.0,5287806.0
