row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Don vị: Triệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Don vị: Triệu đồng
,,,Trên 3 tháng,Đến 3 tháng,Đến 1 tháng,Từ 1 - 3 tháng,Từ 3 - 12 tháng,Từ 1 - 5 năm,Trên 5 năm,Tổng,,,,,,,,
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,,,,,
"Tiền mặt vàng bạc, đá qui","Tài sản > Tiền mặt vàng bạc, đá qui","Tiền mặt vàng bạc, đá qui",-,-,849.380,-,-,-,-,849.380,,,849380.0,,,,,849380.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,6.891.501,-,-,-,-,6.891.501,,,6891501.0,,,,,6891501.0
Tiền gửi tại và cho vay các TCTD khác,Tài sản > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,-,-,586.777,50.000,125.000,-,-,761.777,,,586777.0,50000.0,125000.0,,,761777.0
Công cụ tài chính phải sinh và tài sản tài chính khác,Tài sản > Công cụ tài chính phải sinh và tài sản tài chính khác,Công cụ tài chính phải sinh và tài sản tài chính khác,-,-,76.363,-,-,-,-,76.363,,,76363.0,,,,,76363.0
Cho vay khách hàng (*),Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),1.345.125,494.575,3.293.899,6.378.668,12.487.368,16.946.806,6.830.590,47.777.031,1345125.0,494575.0,3293899.0,6378668.0,12487368.0,16946806.0,6830590.0,47777031.0
Chứng khoản đầu tư (*),Tài sản > Chứng khoản đầu tư (*),Chứng khoản đầu tư (*),100.000,100.000,790.646,1.643.444,5.027.168,18.507.270,977.989,27.146.517,100000.0,100000.0,790646.0,1643444.0,5027168.0,18507270.0,977989.0,27146517.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,-,-,-,-,-,210.654,210.654,,,,,,,210654.0,210654.0
Tài sản cố định và bắt động sản đầu tư,Tài sản > Tài sản cố định và bắt động sản đầu tư,Tài sản cố định và bắt động sản đầu tư,-,-,-,-,-,-,412.359,412.359,,,,,,,412359.0,412359.0
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),-,-,1.629.298,64.540,12.082,-,-,1.705.920,,,1629298.0,64540.0,12082.0,,,1705920.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,1.445.125,594.575,14.117.864,8.136.652,17.651.618,35.454.076,8.431.592,85.831.502,1445125.0,594575.0,14117864.0,8136652.0,17651618.0,35454076.0,8431592.0,85831502.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,
Tiền gửi của và vay từ NHNN và các TCTD khác,Nợ phải trả > Tiền gửi của và vay từ NHNN và các TCTD khác,Tiền gửi của và vay từ NHNN và các TCTD khác,-,-,9.886.806,8.353.902,2.678.490,190.485,62.314,21.171.997,,,9886806.0,8353902.0,2678490.0,190485.0,62314.0,21171997.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,29.728.029,11.443.537,11.465.996,665.301,1.101,53.303.964,,,29728029.0,11443537.0,11465996.0,665301.0,1101.0,53303964.0
"Vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","Vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro",-,-,-,186,2.054,56.380,14.306,72.926,,,,186.0,2054.0,56380.0,14306.0,72926.0
Các khoản nợ khác (*),Nợ phải trả > Các khoản nợ khác (*),Các khoản nợ khác (*),-,-,519.821,314.101,315.214,-,-,1.149.136,,,519821.0,314101.0,315214.0,,,1149136.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,40.134.656,20.111.726,14.461.754,912.166,77.721,75.698.023,,,40134656.0,20111726.0,14461754.0,912166.0,77721.0,75698023.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,1.445.125,594.575,(26.016.792),(11.975.074),3.189.864,34.541.910,8.353.871,10.133.479,1445125.0,594575.0,-26016792.0,-11975074.0,3189864.0,34541910.0,8353871.0,10133479.0
