row_label_raw,row_label_full,col_0,Dự phòng chungTriệu đồng,Dự phòng cụ thểTriệu đồng,TổngTriệu đồng,numeric__Dự phòng chungTriệu đồng,numeric__Dự phòng cụ thểTriệu đồng,numeric__TổngTriệu đồng
Số dư tại ngày 01 tháng 01 năm2014,Số dư tại ngày 01 tháng 01 năm2014,Số dư tại ngày 01 tháng 01 năm2014,-,12.000,12.000,,12000.0,12000.0
Số dự phòng trích lập trong năm,Số dự phòng trích lập trong năm,Số dự phòng trích lập trong năm,26.365,94.996,121.361,26365.0,94996.0,121361.0
Số dự phòng hoàn nhập trongnăm,Số dự phòng hoàn nhập trongnăm,Số dự phòng hoàn nhập trongnăm,(157),-,(157),-157.0,,-157.0
Phân loại lại sang dự phòng rủi rotín dụng,Phân loại lại sang dự phòng rủi rotín dụng,Phân loại lại sang dự phòng rủi rotín dụng,-,(7.000),(7.000),,-7000.0,-7000.0
Số dư tại ngày 31 tháng 12 năm2014,Số dư tại ngày 31 tháng 12 năm2014,Số dư tại ngày 31 tháng 12 năm2014,26.208,99.996,126.204,26208.0,99996.0,126204.0
