row_label_raw,row_label_full,col_0,31/12/2015Triệu đồng,31/12/2014Triệu đồng,numeric__31/12/2015Triệu đồng,numeric__31/12/2014Triệu đồng
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,74.789,77.927,74789.0,77927.0
Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,455.168,4.207.071,455168.0,4207071.0
Phải thu từ Ngân sách Nhà nước,Phải thu từ Ngân sách Nhà nước,Phải thu từ Ngân sách Nhà nước,31.396,30.124,31396.0,30124.0
Phải thu từ mua bán nợ,Phải thu từ mua bán nợ,Phải thu từ mua bán nợ,-,1.743.233,,1743233.0
Mua nợ trong năm,Mua nợ trong năm,Mua nợ trong năm,-,2.210.220,,2210220.0
Các khoản phải thu khác từ bên ngoài,Các khoản phải thu khác từ bên ngoài,Các khoản phải thu khác từ bên ngoài,423.772,223.494,423772.0,223494.0
Phải thu bán trái phiếu,Phải thu bán trái phiếu,Phải thu bán trái phiếu,287.168,-,287168.0,
Phải thu khác bên ngoài,Phải thu khác bên ngoài,Phải thu khác bên ngoài,136.604,223.494,136604.0,223494.0
Chi phí xây dựng dở dang,Chi phí xây dựng dở dang,Chi phí xây dựng dở dang,1.127,1.127,1127.0,1127.0
,,,531.084,4.286.125,531084.0,4286125.0
