row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2015 Triệu đồng,Năm 2014 Triệu đồng,numeric__Thuyết minh,numeric__Năm 2015 Triệu đồng,numeric__Năm 2014 Triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,19,4.794.299,4.895.476,19.0,4794299.0,4895476.0
Chi phí lãi và các khoản chi phí tương tự,Chi phí lãi và các khoản chi phí tương tự,Chi phí lãi và các khoản chi phí tương tự,20,(2.450.185),(2.582.927),20.0,-2450185.0,-2582927.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,2.344.114,2.312.549,,2344114.0,2312549.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,278.915,226.659,,278915.0,226659.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(112.812),(81.374),,-112812.0,-81374.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,21,166.103,145.285,21.0,166103.0,145285.0
Lãi/(lỗ) thuần từ hoạt động kinh doanh ngoại hối,Lãi/(lỗ) thuần từ hoạt động kinh doanh ngoại hối,Lãi/(lỗ) thuần từ hoạt động kinh doanh ngoại hối,,(10.503),(23.982),,-10503.0,-23982.0
Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,22,88.991,92.276,22.0,88991.0,92276.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",,20.397,1.403,,20397.0,1403.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,400.962,1.027.684,,400962.0,1027684.0
Chi phí từ hoạt động khác,Chi phí từ hoạt động khác,Chi phí từ hoạt động khác,,(80.609),(85.140),,-80609.0,-85140.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,23,320.353,942.544,23.0,320353.0,942544.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,2.929.455,3.470.075,,2929455.0,3470075.0
Chi phí tiền lương,Chi phí tiền lương,Chi phí tiền lương,,(867.559),(843.026),,-867559.0,-843026.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,,(86.509),(87.055),,-86509.0,-87055.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(811.172),(703.633),,-811172.0,-703633.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,24,(1.765.240),(1.633.714),24.0,-1765240.0,-1633714.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,1.164.215,1.836.361,,1164215.0,1836361.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,,(509.071),(1.188.008),,-509071.0,-1188008.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,655.144,648.353,,655144.0,648353.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,17.1,(140.446),(141.264),171.0,-140446.0,-141264.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,,6.368,15.581,,6368.0,15581.0
Tổng chi phí thuế TNDN,Tổng chi phí thuế TNDN,Tổng chi phí thuế TNDN,,(134.078),(125.683),,-134078.0,-125683.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,521.066,522.670,,521066.0,522670.0
Lãi trên mỗi cổ phiếu (VND/cổ phiếu),Lãi trên mỗi cổ phiếu (VND/cổ phiếu),Lãi trên mỗi cổ phiếu (VND/cổ phiếu),18.3,1.161,1.230,183.0,1161.0,1230.0
