row_label_raw,row_label_full,col_0,31/12/2015Triệu đồng,31/12/2014Triệu đồng,numeric__31/12/2015Triệu đồng,numeric__31/12/2014Triệu đồng
Chứng khoán đầu tư sẵn sàng đề bán,Chứng khoán đầu tư sẵn sàng đề bán,Chứng khoán đầu tư sẵn sàng đề bán,Chứng khoán đầu tư sẵn sàng đề bán,Chứng khoán đầu tư sẵn sàng đề bán,,
Chứng khoán nợ,Chứng khoán đầu tư sẵn sàng đề bán > Chứng khoán nợ,Chứng khoán nợ,23.388.818,25.678.835,23388818.0,25678835.0
Chứng khoán nợ Chính phủ,Chứng khoán đầu tư sẵn sàng đề bán > Chứng khoán nợ Chính phủ,Chứng khoán nợ Chính phủ,18.666.461,21.404.439,18666461.0,21404439.0
- Tín phiếu Kho bạc Nhà nước,Chứng khoán đầu tư sẵn sàng đề bán > - Tín phiếu Kho bạc Nhà nước,- Tín phiếu Kho bạc Nhà nước,-,8.053.201,,8053201.0
- Trái phiếu Chính phủ,Chứng khoán đầu tư sẵn sàng đề bán > - Trái phiếu Chính phủ,- Trái phiếu Chính phủ,18.666.461,13.351.238,18666461.0,13351238.0
Chứng khoán nợ do các TCTD khác phát hành,Chứng khoán đầu tư sẵn sàng đề bán > Chứng khoán nợ do các TCTD khác phát hành,Chứng khoán nợ do các TCTD khác phát hành,1.278.830,797.857,1278830.0,797857.0
Chứng khoán nợ do các TCKT trong nước phát hành,Chứng khoán đầu tư sẵn sàng đề bán > Chứng khoán nợ do các TCKT trong nước phát hành,Chứng khoán nợ do các TCKT trong nước phát hành,3.443.527,3.476.539,3443527.0,3476539.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,-,-,,
,,,23.388.818,25.678.835,23388818.0,25678835.0
Dự phòng rủi ro chứng khoán đầu tư sẵn sàng đề bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng đề bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng đề bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng đề bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng đề bán,,
- Dự phòng giảm giá chứng khoán,- Dự phòng giảm giá chứng khoán,- Dự phòng giảm giá chứng khoán,-,-,,
- Dự phòng cụ thể rủi ro chứng khoán,- Dự phòng giảm giá chứng khoán > - Dự phòng cụ thể rủi ro chứng khoán,- Dự phòng cụ thể rủi ro chứng khoán,(99.996),(99.996),-99996.0,-99996.0
- Dự phòng chung rủi ro chứng khoán,- Dự phòng giảm giá chứng khoán > - Dự phòng chung rủi ro chứng khoán,- Dự phòng chung rủi ro chứng khoán,(30.271),(26.208),-30271.0,-26208.0
,,,(130.267),(126.204),-130267.0,-126204.0
,,,23.258.551,25.552.631,23258551.0,25552631.0
