row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2015Triệu đồng,Năm 2014Triệu đồng,numeric__Thuyết minh,numeric__Năm 2015Triệu đồng,numeric__Năm 2014Triệu đồng
LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,4.819.510,4.642.630,,4819510.0,4642630.0
Chi phí lãi và các khoản chi phí tương tự đã trả,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH > Chi phí lãi và các khoản chi phí tương tự đã trả,Chi phí lãi và các khoản chi phí tương tự đã trả,,(2.546.366),(2.520.349),,-2546366.0,-2520349.0
Thu nhập từ hoạt động dịch vụ nhận được,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,166.103,164.949,,166103.0,164949.0
"Lãi thuần từ hoạt động kinh doanh chứng khoán, ngoại tệ","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH > Lãi thuần từ hoạt động kinh doanh chứng khoán, ngoại tệ","Lãi thuần từ hoạt động kinh doanh chứng khoán, ngoại tệ",,78.488,197.970,,78488.0,197970.0
Thu nhập khác,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH > Thu nhập khác,Thu nhập khác,,212.642,1.147.677,,212642.0,1147677.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",,107.711,77.685,,107711.0,77685.0
Tiền chỉ trả cho nhân viên và hoạt động quản lý công vụ,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH > Tiền chỉ trả cho nhân viên và hoạt động quản lý công vụ,Tiền chỉ trả cho nhân viên và hoạt động quản lý công vụ,,(1.678.731),(1.476.783),,-1678731.0,-1476783.0
Tiền thuế thu nhập doanh nghiệp nộp trong năm,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH > Tiền thuế thu nhập doanh nghiệp nộp trong năm,Tiền thuế thu nhập doanh nghiệp nộp trong năm,17,(144.210),(28.631),17.0,-144210.0,-28631.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,1.015.147,2.205.148,,1015147.0,2205148.0
Những thay đổi về tài sản hoạt động(Tăng)/Giảm các khoản tiền gửi và cho vay các tổ chức tín dụng khác,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNGKINH DOANH > Những thay đổi về tài sản hoạt động(Tăng)/Giảm các khoản tiền gửi và cho vay các tổ chức tín dụng khác,Những thay đổi về tài sản hoạt động(Tăng)/Giảm các khoản tiền gửi và cho vay các tổ chức tín dụng khác,,4.290.450,(2.910.700),,4290450.0,-2910700.0
