row_label_raw,row_label_full,col_0,Số dư đầu năm,Phát sinh trong năm > Số phải nộp,Phát sinh trong năm > Số đã nộp,Đơn vị: Triệu đồng > Số dư cuối năm,numeric__Số dư đầu năm,numeric__Phát sinh trong năm > Số phải nộp,numeric__Phát sinh trong năm > Số đã nộp,numeric__Đơn vị: Triệu đồng > Số dư cuối năm
Thuế TNDN,Thuế TNDN,Thuế TNDN,77.943,140.446,(144.202),74.187,77943.0,140446.0,-144202.0,74187.0
Thuế GTGT,Thuế GTGT,Thuế GTGT,921,24.449,(24.706),664,921.0,24449.0,-24706.0,664.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,4.126,79.205,(77.840),5.491,4126.0,79205.0,-77840.0,5491.0
,,,82.990,244.100,(246.748),80.342,82990.0,244100.0,-246748.0,80342.0
