row_label_raw,row_label_full,col_0,31/12/2015Triệu đồng,31/12/2014Triệu đồng,numeric__31/12/2015Triệu đồng,numeric__31/12/2014Triệu đồng
Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,586.777,3.030.422,586777.0,3030422.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,586.777,837.922,586777.0,837922.0
- Bằng VND,- Bằng VND,- Bằng VND,61.442,68.555,61442.0,68555.0
"- Bằng ngoại tệ, vàng","- Bằng ngoại tệ, vàng","- Bằng ngoại tệ, vàng",525.335,769.367,525335.0,769367.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,-,2.192.500,,2192500.0
- Bằng VND,- Bằng VND,- Bằng VND,-,53.500,,53500.0
"- Bằng ngoại tệ, vàng","- Bằng ngoại tệ, vàng","- Bằng ngoại tệ, vàng",-,2.139.000,,2139000.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,175.000,4.465.450,175000.0,4465450.0
- Bằng VND,- Bằng VND,- Bằng VND,175.000,1.150.000,175000.0,1150000.0
"- Bằng ngoại tệ, vàng","- Bằng ngoại tệ, vàng","- Bằng ngoại tệ, vàng",-,3.315.450,,3315450.0
Dự phòng rủi ro cho vay các TCTD khác,Dự phòng rủi ro cho vay các TCTD khác,Dự phòng rủi ro cho vay các TCTD khác,-,-,,
,,,761.777,7.495.872,761777.0,7495872.0
