row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Đơn vị tính: VND > Số đầu năm,Đơn vị tính: VND > Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,23.402.070.537,(7.402.705.393),1.238.160.879.335,-,23402070537.0,-7402705393.0,1238160879335.0,
Thành phẩm (*),Thành phẩm (*),Thành phẩm (*),769.572.423.491,-,293.298.340,-,769572423491.0,,293298340.0,
Công cụ dụng cụ,Công cụ dụng cụ,Công cụ dụng cụ,722.112.916,-,656.956.065,-,722112916.0,,656956065.0,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",160.278.894,-,50.627.642,-,160278894.0,,50627642.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,793.856.885.838,(7.402.705.393),1.239.161.761.382,-,793856885838.0,-7402705393.0,1239161761382.0,
