row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty con,Doanh thu cung cấp dịch vụ,18.595.547.543,36.259.915.043,,,18595547543.0,36259915043.0
Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty con,Lợi nhuận được chia,220.000.000.000,355.000.000.000,,,220000000000.0,355000000000.0
Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty con,Cho vay,240.000.000.000,69.500.000.000,,,240000000000.0,69500000000.0
Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty con,Thu hồi gốc cho vay,193.000.000.000,134.960.000.000,,,193000000000.0,134960000000.0
Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty con,Thu hồi tiền đặt cọc góp vốn hợp tác đầu tư,-,140.000.000.000,,,,140000000000.0
Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty con,Thu tiền bồi thường do thanh lý Hợp đồng nguyên tắc trước thời hạn,-,10.000.000.000,,,,10000000000.0
Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty con,Đi vay,115.000.000.000,-,,,115000000000.0,
Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty con,Trả nợ gốc cho vay,115.000.000.000,-,,,115000000000.0,
Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty con,Góp vốn hợp tác đầu tư,100.000.000.000,-,,,100000000000.0,
Công ty Cổ phần Đầu tư Văn Phú số 2,Công ty Cổ phần Đầu tư Văn Phú số 2,Công ty Cổ phần Đầu tư Văn Phú số 2,Công ty con,Thu hồi tiền vốn góp hợp tác đầu tư,-,35.580.385.000,,,,35580385000.0
Công ty Cổ phần Đầu tư xây dựng CGM (trước đây là Công ty TNHH Văn Phú – CGM),Công ty Cổ phần Đầu tư xây dựng CGM (trước đây là Công ty TNHH Văn Phú – CGM),Công ty Cổ phần Đầu tư xây dựng CGM (trước đây là Công ty TNHH Văn Phú – CGM),Công ty con đến tháng 4 năm 2021,Mua dịch vụ,206.739.079.077,246.665.774.087,,,206739079077.0,246665774087.0
