row_label_raw,row_label_full,Ông Tô Như Toàn,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Bà Nguyễn Diệu Tú,Bà Nguyễn Diệu Tú,Bà Nguyễn Diệu Tú,Phó chủ tịch,,,
Ông Ngô Đức Long,Ông Ngô Đức Long,Ông Ngô Đức Long,Phụ trách quản trị,Miễn nhiệm ngày 29 tháng 6 năm 2021,,
Bà Đỗ Thị Thanh Phương,Bà Đỗ Thị Thanh Phương,Bà Đỗ Thị Thanh Phương,Thành viên,Bổ nhiệm ngày 29 tháng 6 năm 2021,,
Ông Phạm Hồng Châu,Ông Phạm Hồng Châu,Ông Phạm Hồng Châu,Thành viên,,,
Ông Chu Đức Lượng,Ông Chu Đức Lượng,Ông Chu Đức Lượng,Thành viên độc lập,,,
Ông Trịnh Thanh Hải,Ông Trịnh Thanh Hải,Ông Trịnh Thanh Hải,Thành viên độc lập,,,
