row_label_raw,row_label_full,Ông Trịnh Văn Tuân,Chủ tịch,numeric__Chủ tịch
Ông Vũ Ánh Dương,Ông Vũ Ánh Dương,Ông Vũ Ánh Dương,Thành viên,
Ông Võ Hồng Quang,Ông Võ Hồng Quang,Ông Võ Hồng Quang,Thành viên,
Ông Nguyễn Minh Đệ,Ông Nguyễn Minh Đệ,Ông Nguyễn Minh Đệ,Thành viên,
Ông Mai Lương Việt,Ông Mai Lương Việt,Ông Mai Lương Việt,Thành viên,
