row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2022VND,2021VND,,
Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,,
Doanh thu cung cấp dịch vụ,Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,95.301.816,95.301.820,95301816.0,95301820.0
Chi phí lãi vay,Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình > Chi phí lãi vay,Chi phí lãi vay,-,1.962.958.027,,1962958027.0
Vay,Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình > Vay,Vay,-,87.733.300.000,,87733300000.0
Cổ tức được chia,Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình > Cổ tức được chia,Cổ tức được chia,29.817.000.000,8.845.710.000,29817000000.0,8845710000.0
Công ty Cổ phần Năng lượng Bảo Lâm,Công ty Cổ phần Năng lượng Bảo Lâm,Công ty Cổ phần Năng lượng Bảo Lâm,Công ty Cổ phần Năng lượng Bảo Lâm,Công ty Cổ phần Năng lượng Bảo Lâm,,
Doanh thu bán hàng hóa,Công ty Cổ phần Năng lượng Bảo Lâm > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,-,773.754.944,,773754944.0
Mua hàng hóa,Công ty Cổ phần Năng lượng Bảo Lâm > Mua hàng hóa,Mua hàng hóa,"35,484,488,638",104.848.060.726,,104848060726.0
Cổ tức được chia,Công ty Cổ phần Năng lượng Bảo Lâm > Cổ tức được chia,Cổ tức được chia,5.094.900.000,-,5094900000.0,
Công ty Cổ phần Đầu tư Năng lượng Miền Bắc,Công ty Cổ phần Đầu tư Năng lượng Miền Bắc,Công ty Cổ phần Đầu tư Năng lượng Miền Bắc,Công ty Cổ phần Đầu tư Năng lượng Miền Bắc,Công ty Cổ phần Đầu tư Năng lượng Miền Bắc,,
Doanh thu dịch vụ tư vấn,Công ty Cổ phần Đầu tư Năng lượng Miền Bắc > Doanh thu dịch vụ tư vấn,Doanh thu dịch vụ tư vấn,2.712.000.000,865.977.273,2712000000.0,865977273.0
Cổ tức được chia,Công ty Cổ phần Đầu tư Năng lượng Miền Bắc > Cổ tức được chia,Cổ tức được chia,11.678.975.272,6.884.985.423,11678975272.0,6884985423.0
Công ty Cổ phần Điện gió Liên Lập,Công ty Cổ phần Điện gió Liên Lập,Công ty Cổ phần Điện gió Liên Lập,Công ty Cổ phần Điện gió Liên Lập,Công ty Cổ phần Điện gió Liên Lập,,
Doanh thu dịch vụ xây lắp,Công ty Cổ phần Điện gió Liên Lập > Doanh thu dịch vụ xây lắp,Doanh thu dịch vụ xây lắp,64.720.521.806,1.337.208.755.101,64720521806.0,1337208755101.0
Cho vay,Công ty Cổ phần Điện gió Liên Lập > Cho vay,Cho vay,12.372.900.000,12.372.900.000,12372900000.0,12372900000.0
Lãi cho vay và lãi trả chậm,Công ty Cổ phần Điện gió Liên Lập > Lãi cho vay và lãi trả chậm,Lãi cho vay và lãi trả chậm,878.291.130,7.011.137.936,878291130.0,7011137936.0
Bao gồm: lãi cho vay nhập gốc,Công ty Cổ phần Điện gió Liên Lập > Bao gồm: lãi cho vay nhập gốc,Bao gồm: lãi cho vay nhập gốc,776.301.450,277.963.995,776301450.0,277963995.0
Công ty Cổ phần Điện gió Phong Huy,Công ty Cổ phần Điện gió Phong Huy,Công ty Cổ phần Điện gió Phong Huy,Công ty Cổ phần Điện gió Phong Huy,Công ty Cổ phần Điện gió Phong Huy,,
Doanh thu dịch vụ xây lắp,Công ty Cổ phần Điện gió Phong Huy > Doanh thu dịch vụ xây lắp,Doanh thu dịch vụ xây lắp,48.488.593.431,1.439.098.669.867,48488593431.0,1439098669867.0
Cho vay,Công ty Cổ phần Điện gió Phong Huy > Cho vay,Cho vay,17.489.339.150,49.073.100.000,17489339150.0,49073100000.0
Lãi cho vay và lãi trả chậm,Công ty Cổ phần Điện gió Phong Huy > Lãi cho vay và lãi trả chậm,Lãi cho vay và lãi trả chậm,3.622.333.766,4.730.990.289,3622333766.0,4730990289.0
Bao gồm: lãi cho vay nhập gốc,Công ty Cổ phần Điện gió Phong Huy > Bao gồm: lãi cho vay nhập gốc,Bao gồm: lãi cho vay nhập gốc,3.315.223.748,1.081.850.051,3315223748.0,1081850051.0
Công ty Cổ phần Điện gió Phong Nguyên,Công ty Cổ phần Điện gió Phong Nguyên,Công ty Cổ phần Điện gió Phong Nguyên,Công ty Cổ phần Điện gió Phong Nguyên,Công ty Cổ phần Điện gió Phong Nguyên,,
Doanh thu dịch vụ xây lắp,Công ty Cổ phần Điện gió Phong Nguyên > Doanh thu dịch vụ xây lắp,Doanh thu dịch vụ xây lắp,76.564.842.774,1.404.403.205.371,76564842774.0,1404403205371.0
Cho vay,Công ty Cổ phần Điện gió Phong Nguyên > Cho vay,Cho vay,17.489.339.150,49.073.100.000,17489339150.0,49073100000.0
Lãi cho vay và lãi trả chậm,Công ty Cổ phần Điện gió Phong Nguyên > Lãi cho vay và lãi trả chậm,Lãi cho vay và lãi trả chậm,3.622.333.767,2.069.502.006,3622333767.0,2069502006.0
Bao gồm: lãi cho vay nhập gốc,Công ty Cổ phần Điện gió Phong Nguyên > Bao gồm: lãi cho vay nhập gốc,Bao gồm: lãi cho vay nhập gốc,3.315.223.749,1.081.850.051,3315223749.0,1081850051.0
Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ,Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ,Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ,Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ,Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ,,
Vay,Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ > Vay,Vay,-,16.000.000.000,,16000000000.0
Lãi cho vay,Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ > Lãi cho vay,Lãi cho vay,61.890.411,145.315.068,61890411.0,145315068.0
Mua hàng hóa,Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ > Mua hàng hóa,Mua hàng hóa,45.871.931.580,222.047.597.008,45871931580.0,222047597008.0
Cổ tức được chia,Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ > Cổ tức được chia,Cổ tức được chia,306.000.000,765.000.000,306000000.0,765000000.0
Công ty Cổ phần Khoáng sản Tấn Phát,Công ty Cổ phần Khoáng sản Tấn Phát,Công ty Cổ phần Khoáng sản Tấn Phát,Công ty Cổ phần Khoáng sản Tấn Phát,Công ty Cổ phần Khoáng sản Tấn Phát,,
