row_label_raw,row_label_full,col_0,Giá gốc và số có khả năng trả nợ,Giá gốc và số có khả năng trả nợ_1,numeric__Giá gốc và số có khả năng trả nợ,numeric__Giá gốc và số có khả năng trả nợ_1
,,,31/12/2022VND,1/1/2022VND,,
Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,,
Công ty TNHH MTV Xây lắp Điện 1 - Mỹ Đình,Công ty con > Công ty TNHH MTV Xây lắp Điện 1 - Mỹ Đình,Công ty TNHH MTV Xây lắp Điện 1 - Mỹ Đình,121.246.453.021,135.871.938.419,121246453021.0,135871938419.0
Công ty TNHH MTV Xây lắp Điện 1 - Miền Nam,Công ty con > Công ty TNHH MTV Xây lắp Điện 1 - Miền Nam,Công ty TNHH MTV Xây lắp Điện 1 - Miền Nam,141.177.753.552,112.282.778.903,141177753552.0,112282778903.0
Công ty TNHH MTV Xây lắp Điện 1 - Miền Bắc,Công ty con > Công ty TNHH MTV Xây lắp Điện 1 - Miền Bắc,Công ty TNHH MTV Xây lắp Điện 1 - Miền Bắc,-,51.994.331.177,,51994331177.0
Công ty TNHH MTV Xây lắp Điện 1 - Hoàng Mai,Công ty con > Công ty TNHH MTV Xây lắp Điện 1 - Hoàng Mai,Công ty TNHH MTV Xây lắp Điện 1 - Hoàng Mai,52.958.253.387,34.621.872.743,52958253387.0,34621872743.0
Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ,Công ty con > Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ,Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ,9.659.047.242,31.543.003.077,9659047242.0,31543003077.0
Công ty TNHH MTV Xây lắp Điện 1 - Đại Mỗ,Công ty con > Công ty TNHH MTV Xây lắp Điện 1 - Đại Mỗ,Công ty TNHH MTV Xây lắp Điện 1 - Đại Mỗ,19.501.812.125,29.169.591.393,19501812125.0,29169591393.0
Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty con > Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty TNHH Chế tạo Cột thép Đông Anh,5.187.209.775,13.606.068.540,5187209775.0,13606068540.0
Công ty TNHH MTV Xây lắp Điện 1 - Hà Đông,Công ty con > Công ty TNHH MTV Xây lắp Điện 1 - Hà Đông,Công ty TNHH MTV Xây lắp Điện 1 - Hà Đông,2.661.575.593,13.263.781.252,2661575593.0,13263781252.0
Công ty Cổ phần Năng lượng Bảo Lâm,Công ty con > Công ty Cổ phần Năng lượng Bảo Lâm,Công ty Cổ phần Năng lượng Bảo Lâm,3.148.893.698,12.715.520.095,3148893698.0,12715520095.0
Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,Công ty con > Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,10.999.999.999,-,10999999999.0,
Công ty TNHH MTV PC1 Nàng Hương,Công ty con > Công ty TNHH MTV PC1 Nàng Hương,Công ty TNHH MTV PC1 Nàng Hương,125.794.983,1.443.017.717,125794983.0,1443017717.0
Công ty Cổ phần Thủy điện Trung Thu,Công ty con > Công ty Cổ phần Thủy điện Trung Thu,Công ty Cổ phần Thủy điện Trung Thu,-,18.569.818,,18569818.0
Công ty Cổ phần Khoáng sản Tấn Phát,Công ty con > Công ty Cổ phần Khoáng sản Tấn Phát,Công ty Cổ phần Khoáng sản Tấn Phát,9.192.724,9.192.724,9192724.0,9192724.0
Công ty con cấp 2,Công ty con cấp 2,Công ty con cấp 2,Công ty con cấp 2,Công ty con cấp 2,,
Công ty Cổ phần Cột thép Mạ kẽm Thái Nguyên - công ty con của Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty con cấp 2 > Công ty Cổ phần Cột thép Mạ kẽm Thái Nguyên - công ty con của Công ty TNHH Chế tạo Cột thép Đông Anh,Công ty Cổ phần Cột thép Mạ kẽm Thái Nguyên - công ty con của Công ty TNHH Chế tạo Cột thép Đông Anh,-,8.654.481.941,,8654481941.0
Công ty TNHH MTV Xây lắp Điện 1 - Ninh Bình - công ty con của Công ty TNHH MTV Xây lắp Điện 1 - Mỹ Đình,Công ty con cấp 2 > Công ty TNHH MTV Xây lắp Điện 1 - Ninh Bình - công ty con của Công ty TNHH MTV Xây lắp Điện 1 - Mỹ Đình,Công ty TNHH MTV Xây lắp Điện 1 - Ninh Bình - công ty con của Công ty TNHH MTV Xây lắp Điện 1 - Mỹ Đình,-,29.839.440.038,,29839440038.0
Công ty TNHH MTV Xây lắp Điện 1 - Từ Liêm - công ty con của Công ty TNHH MTV Xây lắp Điện 1 - Miền Nam,Công ty con cấp 2 > Công ty TNHH MTV Xây lắp Điện 1 - Từ Liêm - công ty con của Công ty TNHH MTV Xây lắp Điện 1 - Miền Nam,Công ty TNHH MTV Xây lắp Điện 1 - Từ Liêm - công ty con của Công ty TNHH MTV Xây lắp Điện 1 - Miền Nam,7.945.184.200,31.615.331,7945184200.0,31615331.0
