row_label_raw,row_label_full,col_0,Loại tiền,Lãi suất năm,Năm đáo hạn,Tài sản bảo đảm,31/12/2022 VND,1/1/2022 VND,numeric__Loại tiền,numeric__Lãi suất năm,numeric__Năm đáo hạn,numeric__Tài sản bảo đảm,numeric__31/12/2022 VND,numeric__1/1/2022 VND
Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,,,,,,
Công ty Cổ phần Thiết bị Thương mại,Công ty con > Công ty Cổ phần Thiết bị Thương mại,Công ty Cổ phần Thiết bị Thương mại,VND,3%,2023,Tín chấp,111.000.000.000,140.000.000.000,,0.03,2023.0,,111000000000.0,140000000000.0
Công ty Cổ phần Cơ khí Ô tô Hòa Bình,Công ty con > Công ty Cổ phần Cơ khí Ô tô Hòa Bình,Công ty Cổ phần Cơ khí Ô tô Hòa Bình,VND,3%,2023,Tín chấp,10.350.371.918,20.350.371.918,,0.03,2023.0,,10350371918.0,20350371918.0
Các bên khác,Các bên khác,Các bên khác,Các bên khác,Các bên khác,Các bên khác,Các bên khác,Các bên khác,Các bên khác,,,,,,
Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Thành An,Các bên khác > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Thành An,Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Thành An,VND,Lãi suất ưu đãi từ nguồn vốn hỗ trợ Chương trình Phát triển Năng lượng Tái tạo của Ngân hàng Thế giới Lãi suất huy động tiết kiệm bằng tiền VND kỳ hạn 12 tháng cộng biên độ Lãi suất huy động tiết kiệm bằng tiền VND kỳ hạn 12 tháng cộng biên độ,2030,Tài sản hình thành từ Dự án Thủy điện Bảo Lâm 1 Tài sản hình thành từ Dự án Thủy điện Bảo Lâm 3 Tài sản hình thành từ Dự án Thủy điện Bảo Lạc B Tài sản hình thành từ Dự án Thủy điện Bảo Lâm 3 A Tài sản hình thành từ Dự án Thủy điện Sông Nhiệm 4,428.768.395.700,451.968.395.700,,,2030.0,,428768395700.0,451968395700.0
Ngân hàng TMCP Ngoại thương Việt Nam - Sở giao dịch,Các bên khác > Ngân hàng TMCP Ngoại thương Việt Nam - Sở giao dịch,Ngân hàng TMCP Ngoại thương Việt Nam - Sở giao dịch,VND,Lãi suất ưu đãi từ nguồn vốn hỗ trợ Chương trình Phát triển Năng lượng Tái tạo của Ngân hàng Thế giới Lãi suất huy động tiết kiệm bằng tiền VND kỳ hạn 12 tháng cộng biên độ Lãi suất huy động tiết kiệm bằng tiền VND kỳ hạn 12 tháng cộng biên độ,2030,Tài sản hình thành từ Dự án Thủy điện Bảo Lâm 1 Tài sản hình thành từ Dự án Thủy điện Bảo Lâm 3 Tài sản hình thành từ Dự án Thủy điện Bảo Lạc B Tài sản hình thành từ Dự án Thủy điện Bảo Lâm 3 A Tài sản hình thành từ Dự án Thủy điện Sông Nhiệm 4,346.709.898.607,394.709.898.607,,,2030.0,,346709898607.0,394709898607.0
Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Thành An,Các bên khác > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Thành An,Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Thành An,VND,Lãi suất ưu đãi từ nguồn vốn hỗ trợ Chương trình Phát triển Năng lượng Tái tạo của Ngân hàng Thế giới Lãi suất huy động tiết kiệm bằng tiền VND kỳ hạn 12 tháng cộng biên độ Lãi suất huy động tiết kiệm bằng tiền VND kỳ hạn 12 tháng cộng biên độ,2032,Tài sản hình thành từ Dự án Thủy điện Bảo Lâm 1 Tài sản hình thành từ Dự án Thủy điện Bảo Lâm 3 Tài sản hình thành từ Dự án Thủy điện Bảo Lạc B Tài sản hình thành từ Dự án Thủy điện Bảo Lâm 3 A Tài sản hình thành từ Dự án Thủy điện Sông Nhiệm 4,335.082.568.179,335.145.172.810,,,2032.0,,335082568179.0,335145172810.0
Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Thành An,Các bên khác > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Thành An,Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Thành An,VND,Lãi suất huy động tiết kiệm bằng tiền VND kỳ hạn 12 tháng cộng biên độ Lãi suất huy động tiết kiệm bằng tiền VND kỳ hạn 12 tháng cộng biên độ,2030,Tài sản hình thành từ Dự án Thủy điện Bảo Lâm 1 Tài sản hình thành từ Dự án Thủy điện Bảo Lâm 3 Tài sản hình thành từ Dự án Thủy điện Bảo Lạc B Tài sản hình thành từ Dự án Thủy điện Bảo Lâm 3 A Tài sản hình thành từ Dự án Thủy điện Sông Nhiệm 4,152.212.523.972,159.212.523.972,,,2030.0,,152212523972.0,159212523972.0
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hà Nội,Các bên khác > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hà Nội,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hà Nội,VND,Lãi suất huy động tiết kiệm bằng tiền VND kỳ hạn 12 tháng cộng biên độ Lãi suất huy động tiết kiệm bằng tiền VND kỳ hạn 12 tháng cộng biên độ,2033,Tài sản hình thành từ Dự án Thủy điện Bảo Lâm 1 Tài sản hình thành từ Dự án Thủy điện Bảo Lâm 3 Tài sản hình thành từ Dự án Thủy điện Bảo Lạc B Tài sản hình thành từ Dự án Thủy điện Bảo Lâm 3 A Tài sản hình thành từ Dự án Thủy điện Sông Nhiệm 4,160.000.000.000,158.384.664.979,,,2033.0,,160000000000.0,158384664979.0
Ngân hàng TMCP Kỹ thương Việt Nam,Các bên khác > Ngân hàng TMCP Kỹ thương Việt Nam,Ngân hàng TMCP Kỹ thương Việt Nam,VND,9%,2025,Tín chấp,364.929.000.713,-,,0.09,2025.0,,364929000713.0,
