row_label_raw,row_label_full,Ông Vũ Ánh Dương,Tổng Giám đốc,numeric__Tổng Giám đốc
Ông Đăng Quốc Tưởng,Ông Đăng Quốc Tưởng,Ông Đăng Quốc Tưởng,Phó Tổng Giám đốc,
Ông Võ Hồng Quang,Ông Võ Hồng Quang,Ông Võ Hồng Quang,Phó Tổng Giám đốc,
Ông Nguyễn Nhật Tân,Ông Nguyễn Nhật Tân,Ông Nguyễn Nhật Tân,Phó Tổng Giám đốc,
Ông Nguyễn Minh Độ,Ông Nguyễn Minh Độ,Ông Nguyễn Minh Độ,Phó Tổng Giám đốc,
Ông Vũ Văn Tür,Ông Vũ Văn Tür,Ông Vũ Văn Tür,Phó Tổng Giám đốc (đến ngày 28/1/2022),
