row_label_raw,row_label_full,col_0,Mãsố,2022VND,2021VND,numeric__Mãsố,numeric__2022VND,numeric__2021VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận trước thuếĐiều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận trước thuếĐiều chỉnh cho các khoản,Lợi nhuận trước thuếĐiều chỉnh cho các khoản,01,773.315.565.282,338.908.608.565,1.0,773315565282.0,338908608565.0
Khấu hao và phân bổCác khoản dự phòngLỗ chênh lệch tỷ giá đánh giá lạicác khoản mục có gốc ngoại tệLãi từ hoạt động đầu tưChi phí lãi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổCác khoản dự phòngLỗ chênh lệch tỷ giá đánh giá lạicác khoản mục có gốc ngoại tệLãi từ hoạt động đầu tưChi phí lãi vay,Khấu hao và phân bổCác khoản dự phòngLỗ chênh lệch tỷ giá đánh giá lạicác khoản mục có gốc ngoại tệLãi từ hoạt động đầu tưChi phí lãi vay,0203040506,136.409.422.776(503.450.903)316.790.666(181.798.025.163)310.937.814.499,132.074.359.226(88.586.044.709)989.726.513(144.597.724.267)205.966.486.400,203040506.0,,
Lợi nhuận từ hoạt động kinh doanhtrước những thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ hoạt động kinh doanhtrước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanhtrước những thay đổi vốn lưu động,08,1.038.678.117.157,444.755.411.728,8.0,1038678117157.0,444755411728.0
Biến động các khoản phải thuBiến động hàng tồn khoBiến động các khoản phải trả và nợ phải trả khácBiến động chi phí trả trước,Biến động các khoản phải thuBiến động hàng tồn khoBiến động các khoản phải trả và nợ phải trả khácBiến động chi phí trả trước,Biến động các khoản phải thuBiến động hàng tồn khoBiến động các khoản phải trả và nợ phải trả khácBiến động chi phí trả trước,,76.101.870.476(45.207.943.077)(447.110.619.834)(21.149.285.522),416.204.208.82919.999.445.256145.903.622.759(10.595.266.697),,,
Biến động các khoản phải thuBiến động hàng tồn khoBiến động các khoản phải trả và nợ phải trả khácBiến động chi phí trả trước,Biến động các khoản phải thuBiến động hàng tồn khoBiến động các khoản phải trả và nợ phải trả khácBiến động chi phí trả trước > Biến động các khoản phải thuBiến động hàng tồn khoBiến động các khoản phải trả và nợ phải trả khácBiến động chi phí trả trước,Biến động các khoản phải thuBiến động hàng tồn khoBiến động các khoản phải trả và nợ phải trả khácBiến động chi phí trả trước,,601.312.139.200,1.016.267.421.875,,601312139200.0,1016267421875.0
Tiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,Biến động các khoản phải thuBiến động hàng tồn khoBiến động các khoản phải trả và nợ phải trả khácBiến động chi phí trả trước > Tiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,Tiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,141517,(301.926.832.608)(51.352.345.098)(37.125.567.348),(196.826.324.118)(84.327.066.950)(18.811.603.972),141517.0,,
Lưu chuyển tiền thuần từ hoạt độngkinh doanh,Biến động các khoản phải thuBiến động hàng tồn khoBiến động các khoản phải trả và nợ phải trả khácBiến động chi phí trả trước > Lưu chuyển tiền thuần từ hoạt độngkinh doanh,Lưu chuyển tiền thuần từ hoạt độngkinh doanh,20,210.907.394.146,716.302.426.835,20.0,210907394146.0,716302426835.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"Tiền chi mua sắm, xây dựng tài sản cố địnhvà tài sản dài hạn khácTiền thu từ thanh lý, nhượng bán tài sản cố địnhvà các tài sản dài hạn khácTiền chi cho vay và gửi tiền gửi có kỳ hạntrên ba thángTiền thu hồi cho vay, nhận lại tiền gửi có kỳ hạntrên ba thángTiền chi đầu tư góp vốn vào các đơn vị khácTiền thu lãi tiền gửi, lãi cho vay, lãi trả chậm,cổ tức và nhận phân phối lợi nhuận","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua sắm, xây dựng tài sản cố địnhvà tài sản dài hạn khácTiền thu từ thanh lý, nhượng bán tài sản cố địnhvà các tài sản dài hạn khácTiền chi cho vay và gửi tiền gửi có kỳ hạntrên ba thángTiền thu hồi cho vay, nhận lại tiền gửi có kỳ hạntrên ba thángTiền chi đầu tư góp vốn vào các đơn vị khácTiền thu lãi tiền gửi, lãi cho vay, lãi trả chậm,cổ tức và nhận phân phối lợi nhuận","Tiền chi mua sắm, xây dựng tài sản cố địnhvà tài sản dài hạn khácTiền thu từ thanh lý, nhượng bán tài sản cố địnhvà các tài sản dài hạn khácTiền chi cho vay và gửi tiền gửi có kỳ hạntrên ba thángTiền thu hồi cho vay, nhận lại tiền gửi có kỳ hạntrên ba thángTiền chi đầu tư góp vốn vào các đơn vị khácTiền thu lãi tiền gửi, lãi cho vay, lãi trả chậm,cổ tức và nhận phân phối lợi nhuận",212223242527,(199.099.993.171)1.768.527.274(467.263.490.736)351.609.718.257(1.874.636.864.391)139.508.216.552,(91.516.122.123)10.039.876.060(407.769.059.917)123.046.680.542(1.414.665.052.915)128.091.159.349,212223242527.0,,
