row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,3.735.902.007.575,3.803.117.297.503,,,3735902007575.0,3803117297503.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,109.883.455.162,144.624.206.133,,4.0,109883455162.0,144624206133.0
111,111,111,1. Tiền,,80.779.756.532,120.224.206.133,,,80779756532.0,120224206133.0
112,112,112,2. Các khoản tương đương tiền,,29.103.698.630,24.400.000.000,,,29103698630.0,24400000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,2.112.350.338.177,2.331.875.191.512,,,2112350338177.0,2331875191512.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,5,2.112.350.338.177,2.331.875.191.512,,5.0,2112350338177.0,2331875191512.0
130,130,130,III. Các khoản phải thu ngắn hạn,,267.816.228.622,282.482.341.418,,,267816228622.0,282482341418.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6.1,188.143.737.625,176.967.551.126,,61.0,188143737625.0,176967551126.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6.2,15.996.785.881,20.715.053.422,,62.0,15996785881.0,20715053422.0
136,136,136,3. Phải thu ngắn hạn khác,7,101.098.531.342,115.948.779.424,,7.0,101098531342.0,115948779424.0
137,137,137,4. Dự phòng phải thu ngắn hạn khó đòi,"6.1,6.2,7",(37.422.826.226),(31.149.042.554),,,-37422826226.0,-31149042554.0
140,140,140,IV. Hàng tồn kho,8,1.199.384.307.790,1.019.032.614.871,,8.0,1199384307790.0,1019032614871.0
141,141,141,1. Hàng tồn kho,,1.222.503.251.260,1.040.185.488.894,,,1222503251260.0,1040185488894.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(23.118.943.470),(21.152.874.023),,,-23118943470.0,-21152874023.0
150,150,150,V. Tài sản ngắn hạn khác,,46.467.677.824,25.102.943.569,,,46467677824.0,25102943569.0
151,151,151,1. Chi phí trả trước ngắn hạn,14,2.052.368.811,1.614.721.430,,14.0,2052368811.0,1614721430.0
152,152,152,2. Thuế GTGT được khấu trừ,,40.837.630.926,21.949.180.163,,,40837630926.0,21949180163.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,16,3.577.678.087,1.539.041.976,,16.0,3577678087.0,1539041976.0
