row_label_raw,row_label_full,Giá trị đầu tư: > Số đầu năm > Biến động trong năm > Số cuối năm,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Cái Lân > Giá trị đầu tư: > 26.139.084.964 > - > 26.139.084.964,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng > Giá trị đầu tư: > 12.401.394.337 > - > 12.401.394.337,Công ty TNHH Việt Thành Thái > Giá trị đầu tư: > 44.899.768.758 > - > 44.899.768.758,Công ty TNHH Yamaha Motor > Giá trị đầu tư: > 241.091.839.143 > - > 241.091.839.143,Công ty Cổ phần Nguyên liệu giấy và gỗ Tân Thành > Giá trị đầu tư: > 903.000.000 > - > 903.000.000,Đơn vị tính: VND Tổng cộng > Giá trị đầu tư: > 414.004.205.323(1.584.272.246) > 412.419.933.077,numeric__Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Cái Lân > Giá trị đầu tư: > 26.139.084.964 > - > 26.139.084.964,numeric__Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng > Giá trị đầu tư: > 12.401.394.337 > - > 12.401.394.337,numeric__Công ty TNHH Việt Thành Thái > Giá trị đầu tư: > 44.899.768.758 > - > 44.899.768.758,numeric__Công ty TNHH Yamaha Motor > Giá trị đầu tư: > 241.091.839.143 > - > 241.091.839.143,numeric__Công ty Cổ phần Nguyên liệu giấy và gỗ Tân Thành > Giá trị đầu tư: > 903.000.000 > - > 903.000.000,numeric__Đơn vị tính: VND Tổng cộng > Giá trị đầu tư: > 414.004.205.323(1.584.272.246) > 412.419.933.077
Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,,,,,,
Số đầu năm,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết: > Số đầu năm,Số đầu năm,39.697.970.596,(5.468.170.770),3.166.845.390,668.523.640.612,-,727.386.154.964,39697970596.0,-5468170770.0,3166845390.0,668523640612.0,,727386154964.0
Biến động trong năm,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết: > Biến động trong năm,Biến động trong năm,4.000.044.778,1.692.666.172,841.479.797,22.504.322.676,-,34.127.321.582,4000044778.0,1692666172.0,841479797.0,22504322676.0,,34127321582.0
Số cuối năm,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết: > Số cuối năm,Số cuối năm,43.698.015.374,(3.775.504.598),4.008.325.187,691.027.963.288,-,761.513.476.546,43698015374.0,-3775504598.0,4008325187.0,691027963288.0,,761513476546.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,,,,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,65.837.055.560,6.933.223.567,48.066.614.148,909.615.479.755,903.000.000,1.141.390.360.287,65837055560.0,6933223567.0,48066614148.0,909615479755.0,903000000.0,1141390360287.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,69.837.100.338,8.625.889.739,48.908.093.945,932.119.802.431,903.000.000,1.175.078.139.520,69837100338.0,8625889739.0,48908093945.0,932119802431.0,903000000.0,1175078139520.0
