row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
"Thu nhập từ tiền đền bù, xóa nợ","Thu nhập khác > Thu nhập từ tiền đền bù, xóa nợ","Thu nhập từ tiền đền bù, xóa nợ",5.540.540.455,4.433.371.000,5540540455.0,4433371000.0
"Thu nhập từ cho thuê và khoán đất, nhàxưởng","Thu nhập khác > Thu nhập từ cho thuê và khoán đất, nhàxưởng","Thu nhập từ cho thuê và khoán đất, nhàxưởng",-,1.652.181.817,,1652181817.0
"Lãi từ thanh lý, nhượng bán tài sản cố định","Thu nhập khác > Lãi từ thanh lý, nhượng bán tài sản cố định","Lãi từ thanh lý, nhượng bán tài sản cố định",339.818.183,1.785.236.871,339818183.0,1785236871.0
Thu nhập khác,Thu nhập khác > Thu nhập khác,Thu nhập khác,4.736.874.144,5.723.901.897,4736874144.0,5723901897.0
TỔNG CỘNG,Thu nhập khác > TỔNG CỘNG,TỔNG CỘNG,10.617.232.782,13.594.691.585,10617232782.0,13594691585.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Chi phí khấu hao tài sản cố định dứtng hoạtđộng,Chi phí khác > Chi phí khấu hao tài sản cố định dứtng hoạtđộng,Chi phí khấu hao tài sản cố định dứtng hoạtđộng,3.085.280.201,7.837.462.203,3085280201.0,7837462203.0
Giá trị đầu tư rừng trồng tổn thất,Chi phí khác > Giá trị đầu tư rừng trồng tổn thất,Giá trị đầu tư rừng trồng tổn thất,126.768.020,478.094.874,126768020.0,478094874.0
Các khoản tiền phạt,Chi phí khác > Các khoản tiền phạt,Các khoản tiền phạt,339.806.966,112.028.289,339806966.0,112028289.0
Chi phí khác,Chi phí khác > Chi phí khác,Chi phí khác,1.515.339.904,2.255.030.072,1515339904.0,2255030072.0
TỔNG CỘNG,Chi phí khác > TỔNG CỘNG,TỔNG CỘNG,5.067.195.091,10.682.615.438,5067195091.0,10682615438.0
LỢI NHUẬN KHÁC THUÀN,Chi phí khác > LỢI NHUẬN KHÁC THUÀN,LỢI NHUẬN KHÁC THUÀN,5.550.037.691,2.912.076.147,5550037691.0,2912076147.0
