row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Đơn vị tính: VND > Số đầu năm,Đơn vị tính: VND > Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Hàng đang đi trên đường,Hàng đang đi trên đường,Hàng đang đi trên đường,32.982.497.835,-,54.124.944.827,-,32982497835.0,,54124944827.0,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",127.237.879.447,-,95.429.588.285,-,127237879447.0,,95429588285.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",5.213.519.976,-,3.088.679.090,-,5213519976.0,,3088679090.0,
Chi phí sản xuất kinh doanh dở dang (*),Chi phí sản xuất kinh doanh dở dang (*),Chi phí sản xuất kinh doanh dở dang (*),740.160.114.755,(20.936.948.206),667.509.681.673,(18.612.461.091),740160114755.0,-20936948206.0,667509681673.0,-18612461091.0
Dự án Eco Lakeview (**),Dự án Eco Lakeview (**),Dự án Eco Lakeview (**),148.382.431.067,-,148.380.121.767,-,148382431067.0,,148380121767.0,
Thành phẩm,Thành phẩm,Thành phẩm,86.915.827.090,(7.987.558),57.920.544.309,(2.089.731.951),86915827090.0,-7987558.0,57920544309.0,-2089731951.0
Hàng hóa,Hàng hóa,Hàng hóa,81.610.981.090,(2.174.007.706),13.731.928.943,(450.680.981),81610981090.0,-2174007706.0,13731928943.0,-450680981.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.222.503.251.260,(23.118.943.470),1.040.185.488.894,(21.152.874.023),1222503251260.0,-23118943470.0,1040185488894.0,-21152874023.0
