row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Phần mềm máy tính,Tài sản cố định vô hình khác,Tổng cộng,numeric__Quyền sử dụng đất,numeric__Phần mềm máy tính,numeric__Tài sản cố định vô hình khác,numeric__Tổng cộng
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,,,,
Số đầu năm,Nguyên giá: > Số đầu năm,Số đầu năm,28.926.664.278,1.497.372.618,22.899.451.182,53.323.488.078,28926664278.0,1497372618.0,22899451182.0,53323488078.0
- Mua trong năm,Nguyên giá: > - Mua trong năm,- Mua trong năm,-,109.511.200,-,109.511.200,,109511200.0,,109511200.0
Số cuối năm,Nguyên giá: > Số cuối năm,Số cuối năm,28.926.664.278,1.606.883.818,22.899.451.182,53.432.999.278,28926664278.0,1606883818.0,22899451182.0,53432999278.0
Trong đó:Dã hao mòn hết,Nguyên giá: > Trong đó:Dã hao mòn hết,Trong đó:Dã hao mòn hết,502.351.822,143.900.000,20.119.251.983,20.765.503.805,502351822.0,143900000.0,20119251983.0,20765503805.0
Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,,,,
Số đầu năm,Giá trị hao mòn lũy kế: > Số đầu năm,Số đầu năm,5.326.848.671,1.101.177.252,21.768.924.907,28.196.950.830,5326848671.0,1101177252.0,21768924907.0,28196950830.0
- Hao mòn trong năm,Giá trị hao mòn lũy kế: > - Hao mòn trong năm,- Hao mòn trong năm,558.909.864,249.389.944,101.015.741,909.315.549,558909864.0,249389944.0,101015741.0,909315549.0
Số cuối năm,Giá trị hao mòn lũy kế: > Số cuối năm,Số cuối năm,5.885.758.535,1.350.567.196,21.869.940.648,29.106.266.379,5885758535.0,1350567196.0,21869940648.0,29106266379.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,23.599.815.607,396.195.366,1.130.526.275,25.126.537.248,23599815607.0,396195366.0,1130526275.0,25126537248.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,23.040.905.743,256.316.622,1.029.510.534,24.326.732.899,23040905743.0,256316622.0,1029510534.0,24326732899.0
