row_label_raw,row_label_full,Giá trị đầu tư: > Số đầu năm > Biến động trong năm > Số cuối năm,Công ty Cổ phần Sản xuất và Xuất nhập khẩu Lâm sản Naforimex Hà Nội > Giá trị đầu tư: > 1.436.982.760 > - > 1.436.982.760,Công ty Cổ phần Thương mại Lâm sản Hà Nội > Giá trị đầu tư: > 6.000.000.000(600.000.000) > 5.400.000.000,Công ty Cổ phần Xuất nhập khẩu Lâm nông sản Sài Gòn > Giá trị đầu tư: > 3.063.845.562 > - > 3.063.845.562,Công ty Cổ phần Xây lắp Đầu tư Phát triển Nông lâm nghiệp Việt Nam > Giá trị đầu tư: > 442.110.305 > - > 442.110.305,Công ty Cổ phần Giống Lâm nghiệp Trung ương > Giá trị đầu tư: > 125.915.764 > - > 125.915.764,Công ty Liên doanh Nuôi và Phát triển Khĩ Việt Nam > Giá trị đầu tư: > 18.434.398.669(984.272.246) > 17.450.126.423,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật > Giá trị đầu tư: > 22.525.816.641 > - > 22.525.816.641,Công ty TNHH Nguyên liệu Giấy Quy Nhơn > Giá trị đầu tư: > 5.787.821.081 > - > 5.787.821.081,numeric__Công ty Cổ phần Sản xuất và Xuất nhập khẩu Lâm sản Naforimex Hà Nội > Giá trị đầu tư: > 1.436.982.760 > - > 1.436.982.760,numeric__Công ty Cổ phần Thương mại Lâm sản Hà Nội > Giá trị đầu tư: > 6.000.000.000(600.000.000) > 5.400.000.000,numeric__Công ty Cổ phần Xuất nhập khẩu Lâm nông sản Sài Gòn > Giá trị đầu tư: > 3.063.845.562 > - > 3.063.845.562,numeric__Công ty Cổ phần Xây lắp Đầu tư Phát triển Nông lâm nghiệp Việt Nam > Giá trị đầu tư: > 442.110.305 > - > 442.110.305,numeric__Công ty Cổ phần Giống Lâm nghiệp Trung ương > Giá trị đầu tư: > 125.915.764 > - > 125.915.764,numeric__Công ty Liên doanh Nuôi và Phát triển Khĩ Việt Nam > Giá trị đầu tư: > 18.434.398.669(984.272.246) > 17.450.126.423,numeric__Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật > Giá trị đầu tư: > 22.525.816.641 > - > 22.525.816.641,numeric__Công ty TNHH Nguyên liệu Giấy Quy Nhơn > Giá trị đầu tư: > 5.787.821.081 > - > 5.787.821.081
Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,,,,,,,,
Số đầu năm,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết: > Số đầu năm,Số đầu năm,411.567.230,(6.000.000.000),932.112.037,933.046.927,(125.915.764),2.618.201.493(301.241.345),20.740.225.0633.097.661.180,527.495.146(796.839.740),411567230.0,-6000000000.0,932112037.0,933046927.0,-125915764.0,,2.0740225063309767e+20,
Biến động trong năm,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết: > Biến động trong năm,Biến động trong năm,60.902.554,600.000.000,(75.724.740),"812,871,438",-,2.618.201.493(301.241.345),20.740.225.0633.097.661.180,527.495.146(796.839.740),60902554.0,600000000.0,-75724740.0,,,,2.0740225063309767e+20,
Số cuối năm,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết: > Số cuối năm,Số cuối năm,"472,469,784",(5.400.000.000),856.387.297,1.745.918.365,(125.915.764),2.316.960.148,23.837.886.243,(269.344.594),,-5400000000.0,856387297.0,1745918365.0,-125915764.0,2316960148.0,23837886243.0,-269344594.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,,,,,,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,1.848.549.990,-,3.995.957.599,1.375.157.232,-,21.052.600.162,43.266.041.704,6.315.316.227,1848549990.0,,3995957599.0,1375157232.0,,21052600162.0,43266041704.0,6315316227.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,1.909.452.544,-,3.920.232.859,2.188.028.670,-,19.767.086.571,46.363.702.884,5.518.476.487,1909452544.0,,3920232859.0,2188028670.0,,19767086571.0,46363702884.0,5518476487.0
