row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,314.073.184.661,339.954.806.445,314073184661.0,339954806445.0
Thuế TNDN theo thuế suất áp dụng cho Tổng,Thuế TNDN theo thuế suất áp dụng cho Tổng,Thuế TNDN theo thuế suất áp dụng cho Tổng,Thuế TNDN theo thuế suất áp dụng cho Tổng,Thuế TNDN theo thuế suất áp dụng cho Tổng,,
Công ty và các công ty con,Thuế TNDN theo thuế suất áp dụng cho Tổng > Công ty và các công ty con,Công ty và các công ty con,62.199.052.112,68.134.360.976,62199052112.0,68134360976.0
- Thuế suất 20%,Thuế TNDN theo thuế suất áp dụng cho Tổng > - Thuế suất 20%,- Thuế suất 20%,61.088.640.276,65.781.754.111,61088640276.0,65781754111.0
- Thuế suất 15%,Thuế TNDN theo thuế suất áp dụng cho Tổng > - Thuế suất 15%,- Thuế suất 15%,1.026.953.386,2.271.463.005,1026953386.0,2271463005.0
- Thuế suất 10%,Thuế TNDN theo thuế suất áp dụng cho Tổng > - Thuế suất 10%,- Thuế suất 10%,83.458.450,81.143.860,83458450.0,81143860.0
Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,,
Lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,Các khoản điều chỉnh tăng: > Lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,Lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,(26.446.801),-,-26446801.0,
Chi phí không được khấu trừ thuế khác,Các khoản điều chỉnh tăng: > Chi phí không được khấu trừ thuế khác,Chi phí không được khấu trừ thuế khác,2.386.984.326,3.110.886.280,2386984326.0,3110886280.0
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,,
Ảnh hưởng của các điều chỉnh hợp nhất,Các khoản điều chỉnh giảm > Ảnh hưởng của các điều chỉnh hợp nhất,Ảnh hưởng của các điều chỉnh hợp nhất,(36.305.562.114),(29.406.962.465),-36305562114.0,-29406962465.0
Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN,Các khoản điều chỉnh giảm > Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN,Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN,(612.881.111),(514.046.706),-612881111.0,-514046706.0
Lãi chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,Các khoản điều chỉnh giảm > Lãi chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,Lãi chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,-,(2.541.599),,-2541599.0
Lỗ năm trước chuyển sang,Các khoản điều chỉnh giảm > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(501.004.816),(861.780.483),-501004816.0,-861780483.0
Miễn giảm thuế TNDN,Các khoản điều chỉnh giảm > Miễn giảm thuế TNDN,Miễn giảm thuế TNDN,(1.195.219.509),(1.248.063.952),-1195219509.0,-1248063952.0
Chi phí thuế TNDN,Các khoản điều chỉnh giảm > Chi phí thuế TNDN,Chi phí thuế TNDN,25.944.922.087,39.211.852.051,25944922087.0,39211852051.0
