row_label_raw,row_label_full,Ông Lê Quốc Khánh,Tổng Giám đốc,col_2,numeric__Tổng Giám đốc,numeric__col_2
Ông Vũ Văn Hường,Ông Vũ Văn Hường,Ông Vũ Văn Hường,Phó Tổng Giám đốc,,,
Bà Ngô Thị Thúy Mai,Bà Ngô Thị Thúy Mai,Bà Ngô Thị Thúy Mai,Phó Tổng Giám đốc,,,
Ông Nguyễn Trung Kiên,Ông Nguyễn Trung Kiên,Ông Nguyễn Trung Kiên,Phó Tổng Giám đốc,,,
Ông Nguyễn Khương Lâm,Ông Nguyễn Khương Lâm,Ông Nguyễn Khương Lâm,Phó Tổng Giám đốc,bổ nhiệm ngày 15 tháng 5 năm 2021,,
