row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Chi phí công cụ, dụng cụ chờ phân bổ","Ngắn hạn > Chi phí công cụ, dụng cụ chờ phân bổ","Chi phí công cụ, dụng cụ chờ phân bổ",389.356.368,376.464.526,389356368.0,376464526.0
Chi phí bảo hiểm,Ngắn hạn > Chi phí bảo hiểm,Chi phí bảo hiểm,442.788.349,360.464.537,442788349.0,360464537.0
Chi phí trả trước ngắn hạn khác,Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,1.220.224.094,877.792.367,1220224094.0,877792367.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,2.052.368.811,1.614.721.430,2052368811.0,1614721430.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Tiền thuê đất trả trước,Dài hạn > Tiền thuê đất trả trước,Tiền thuê đất trả trước,43.701.086.801,45.346.543.585,43701086801.0,45346543585.0
Giá trị tiềm năng phát triển và giá trị thương hiệu (*),Dài hạn > Giá trị tiềm năng phát triển và giá trị thương hiệu (*),Giá trị tiềm năng phát triển và giá trị thương hiệu (*),9.100.003,3.762.453.798,9100003.0,3762453798.0
Chi phí sửa chữa TSCĐ,Dài hạn > Chi phí sửa chữa TSCĐ,Chi phí sửa chữa TSCĐ,9.809.024.383,1.667.254.198,9809024383.0,1667254198.0
Công cụ dụng cụ chờ phân bổ,Dài hạn > Công cụ dụng cụ chờ phân bổ,Công cụ dụng cụ chờ phân bổ,1.492.166.315,1.706.620.881,1492166315.0,1706620881.0
Chi phí trả trước dài hạn khác,Dài hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,2.450.151.745,1.322.541.709,2450151745.0,1322541709.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,57.461.529.247,53.805.414.171,57461529247.0,53805414171.0
