row_label_raw,row_label_full,Cổ tức đã công bố và đã trả trong năm,Năm nay > Cổ tức đã công bố và đã trả trong năm,Đơn vị tính: VND > Năm trước > Cổ tức đã công bố và đã trả trong năm,numeric__Năm nay > Cổ tức đã công bố và đã trả trong năm,numeric__Đơn vị tính: VND > Năm trước > Cổ tức đã công bố và đã trả trong năm
Cổ tức trên cổ phiếu phổ thông,Cổ tức trên cổ phiếu phổ thông,Cổ tức trên cổ phiếu phổ thông,336.315.060.000,458.625.300.500,336315060000.0,458625300500.0
Cổ tức trả bằng tiền: 500 VND/cổ phiếu,Cổ tức trả bằng tiền: 500 VND/cổ phiếu,Cổ tức trả bằng tiền: 500 VND/cổ phiếu,-,152.878.420.500,,152878420500.0
Cổ tức trả bằng cổ phiếu:33.631.506 cổ phiếu/3.363.331.529 cổphiếu hiện hữu (năm trước: 30.574.688 cổphiếu/305.756.841 cổ phiếu hiện hữu),Cổ tức trả bằng cổ phiếu:33.631.506 cổ phiếu/3.363.331.529 cổphiếu hiện hữu (năm trước: 30.574.688 cổphiếu/305.756.841 cổ phiếu hiện hữu),Cổ tức trả bằng cổ phiếu:33.631.506 cổ phiếu/3.363.331.529 cổphiếu hiện hữu (năm trước: 30.574.688 cổphiếu/305.756.841 cổ phiếu hiện hữu),336.315.060.000,305.746.880.000,336315060000.0,305746880000.0
Cổ tức đã công bố sau ngày kết thúc ký kếtoán và chưa được ghi nhận là nợ phải tràvào ngày 31 tháng 12 năm 2025,Cổ tức đã công bố sau ngày kết thúc ký kếtoán và chưa được ghi nhận là nợ phải tràvào ngày 31 tháng 12 năm 2025,Cổ tức đã công bố sau ngày kết thúc ký kếtoán và chưa được ghi nhận là nợ phải tràvào ngày 31 tháng 12 năm 2025,Cổ tức đã công bố sau ngày kết thúc ký kếtoán và chưa được ghi nhận là nợ phải tràvào ngày 31 tháng 12 năm 2025,Cổ tức đã công bố sau ngày kết thúc ký kếtoán và chưa được ghi nhận là nợ phải tràvào ngày 31 tháng 12 năm 2025,,
Cổ tức trên cổ phiếu phổ thông,Cổ tức đã công bố sau ngày kết thúc ký kếtoán và chưa được ghi nhận là nợ phải tràvào ngày 31 tháng 12 năm 2025 > Cổ tức trên cổ phiếu phổ thông,Cổ tức trên cổ phiếu phổ thông,184.981.517.500,-,184981517500.0,
