row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Dự phòng,Số cuối năm > Giá trị có thể thu hồi,Số đầu năm > Giá gốc,Số đầu năm > Dự phòng,Số đầu năm > Giá trị có thể thu hồi,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Dự phòng,numeric__Số cuối năm > Giá trị có thể thu hồi,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Dự phòng,numeric__Số đầu năm > Giá trị có thể thu hồi
Công ty Mua bán điện (*),Công ty Mua bán điện (*),Công ty Mua bán điện (*),512.663.164.886,(512.663.164.886),-,292.735.647.919,(292.735.647.919),-,512663164886.0,-512663164886.0,,292735647919.0,-292735647919.0,
Công ty Hà Đố 45,Công ty Hà Đố 45,Công ty Hà Đố 45,61.077.371.012,(61.077.371.012),-,61.077.371.012,(61.077.371.012),-,61077371012.0,-61077371012.0,,61077371012.0,-61077371012.0,
Công ty Cổ phần Đầu tư và Xây dựng 24 và Công ty Cổ phần Đầu tư và Xây dựng 245,Công ty Cổ phần Đầu tư và Xây dựng 24 và Công ty Cổ phần Đầu tư và Xây dựng 245,Công ty Cổ phần Đầu tư và Xây dựng 24 và Công ty Cổ phần Đầu tư và Xây dựng 245,19.210.854.108,(19.210.854.108),-,19.210.854.108,(19.210.854.108),-,19210854108.0,-19210854108.0,,19210854108.0,-19210854108.0,
Công ty Cổ phần Xây dựng Lũng Lô,Công ty Cổ phần Xây dựng Lũng Lô,Công ty Cổ phần Xây dựng Lũng Lô,11.810.684.520,(11.810.684.520),-,11.810.684.520,(11.810.684.520),-,11810684520.0,-11810684520.0,,11810684520.0,-11810684520.0,
Công ty Cổ phần Xây dựng công trình ngầm Vinavico,Công ty Cổ phần Xây dựng công trình ngầm Vinavico,Công ty Cổ phần Xây dựng công trình ngầm Vinavico,7.607.410.515,(7.607.410.515),-,7.577.137.725,(7.577.137.725),-,7607410515.0,-7607410515.0,,7577137725.0,-7577137725.0,
Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,33.259.551.513,(32.456.638.918),802.912.595,21.647.706.177,(21.402.490.592),245.215.585,33259551513.0,-32456638918.0,802912595.0,21647706177.0,-21402490592.0,245215585.0
TỔNG CỔNG,TỔNG CỔNG,TỔNG CỔNG,645.629.036.554,(644.826.123.959),802.912.595,414.059.401.461,(413.814.185.876),245.215.585,645629036554.0,-644826123959.0,802912595.0,414059401461.0,-413814185876.0,245215585.0
