row_label_raw,row_label_full,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
Giá gốc,Giá gốc,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,
754.434.797.746,Giá gốc > 754.434.797.746,754.434.797.746,10.224.200.764,837.453.573.494,10.224.200.764,10224200764.0,837453573494.0,10224200764.0
304.061.633.546,Giá gốc > 304.061.633.546,304.061.633.546,10.224.200.764,303.921.715.189,10.224.200.764,10224200764.0,303921715189.0,10224200764.0
293.007.227.171,Giá gốc > 293.007.227.171,293.007.227.171,-,292.765.778.115,-,,292765778115.0,
112.521.198.572,Giá gốc > 112.521.198.572,112.521.198.572,-,116.016.319.208,-,,116016319208.0,
44.844.738.457,Giá gốc > 44.844.738.457,44.844.738.457,-,124.749.760.982,-,,124749760982.0,
5.174.387.457,Giá gốc > 5.174.387.457,5.174.387.457,-,10.683.126.958,-,,10683126958.0,
18.055.574.358,Giá gốc > 18.055.574.358,18.055.574.358,-,17.978.017.851,-,,17978017851.0,
1.448.738.312,Giá gốc > 1.448.738.312,1.448.738.312,-,1.041.504.948,-,,1041504948.0,
779.113.497.873,Giá gốc > 779.113.497.873,779.113.497.873,10.224.200.764,867.156.223.251,10.224.200.764,10224200764.0,867156223251.0,10224200764.0
