row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm,numeric__Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,numeric__Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm
Phải trả các bên khác ngắn hạn,Phải trả các bên khác ngắn hạn,Phải trả các bên khác ngắn hạn,80.168.995.501,38.428.054.889,80168995501.0,38428054889.0
Công ty Cổ phần Tập đoàn Trường Thịnh,Công ty Cổ phần Tập đoàn Trường Thịnh,Công ty Cổ phần Tập đoàn Trường Thịnh,33.341.052.567,-,33341052567.0,
Phải trả đối tượng khác,Phải trả đối tượng khác,Phải trả đối tượng khác,46.827.942.934,38.428.054.889,46827942934.0,38428054889.0
Phải trả ngắn hạn các bên liên quan(Thuyết minh số 32.2),Phải trả ngắn hạn các bên liên quan(Thuyết minh số 32.2),Phải trả ngắn hạn các bên liên quan(Thuyết minh số 32.2),2.019.545.459,2.019.545.459,2019545459.0,2019545459.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,82.188.540.960,40.447.600.348,82188540960.0,40447600348.0
