row_label_raw,row_label_full,Mã số,NGUỐN VÔN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỐN VÔN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,6.287.507.448.282,6.473.382.314.031,,,6287507448282.0,6473382314031.0
310,310,310,I. Nợ ngắn hạn,,2.185.537.567.213,2.139.900.369.214,,,2185537567213.0,2139900369214.0
311,311,311,1. Phải trả người bán ngắn hạn,18.1,82.188.540.960,40.447.600.348,,181.0,82188540960.0,40447600348.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,18.2,60.875.755.322,18.826.441.781,,182.0,60875755322.0,18826441781.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,19,83.411.576.998,103.177.538.636,,19.0,83411576998.0,103177538636.0
314,314,314,4. Phải trả người lao động,,36.749.345.477,32.502.669.525,,,36749345477.0,32502669525.0
315,315,315,5. Chi phí phải trả ngắn hạn,20,802.503.920.852,874.950.230.605,,20.0,802503920852.0,874950230605.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,799.956.193,4.281.468.867,,,799956193.0,4281468867.0
319,319,319,7. Phải trả ngắn hạn khác,21,288.006.232.818,170.272.699.350,,21.0,288006232818.0,170272699350.0
320,320,320,8. Vay ngắn hạn,22,681.143.776.613,630.955.887.983,,22.0,681143776613.0,630955887983.0
321,321,321,9. Dự phòng phải trả ngắn hạn,35.5,95.765.690.735,209.109.224.474,,355.0,95765690735.0,209109224474.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",23,54.092.771.245,55.376.607.645,,23.0,54092771245.0,55376607645.0
330,330,330,II. Nợ dài hạn,,4.101.969.881.069,4.333.481.944.817,,,4101969881069.0,4333481944817.0
333,333,333,1. Chi phí phải trả dài hạn,,3.714.633.229,852.736.112,,,3714633229.0,852736112.0
337,337,337,2. Phải trả dài hạn khác,21,19.474.135.524,15.425.150.058,,21.0,19474135524.0,15425150058.0
338,338,338,3. Vay dài hạn,22,4.018.328.041.468,4.253.054.173.685,,22.0,4018328041468.0,4253054173685.0
341,341,341,4. Thuế thu nhập hoãn lại phải trả,31.3,60.453.070.848,64.149.884.962,,313.0,60453070848.0,64149884962.0
