row_label_raw,row_label_full,Bên liên quan > Phải trả ngắn hạn khác (Thuyết minh số 21),Mối quan hệ > Phải trả ngắn hạn khác (Thuyết minh số 21),Nội dung nghiệp vụ > Phải trả ngắn hạn khác (Thuyết minh số 21),Số cuối năm > Phải trả ngắn hạn khác (Thuyết minh số 21),Số đầu năm > Phải trả ngắn hạn khác (Thuyết minh số 21),numeric__Mối quan hệ > Phải trả ngắn hạn khác (Thuyết minh số 21),numeric__Nội dung nghiệp vụ > Phải trả ngắn hạn khác (Thuyết minh số 21),numeric__Số cuối năm > Phải trả ngắn hạn khác (Thuyết minh số 21),numeric__Số đầu năm > Phải trả ngắn hạn khác (Thuyết minh số 21)
Công ty Cổ phần Đầu tư An Lạc,Công ty Cổ phần Đầu tư An Lạc,Công ty Cổ phần Đầu tư An Lạc,Chung thành viên gia đình mật thiết của thành viên HDQT kiểm Tổng Giám đốc,Cổ tức phải trả Phải trả khác,8.829.705.571 148.244.000,8.829.705.571 148.244.000,,,,
Các bên liên quan khác,Công ty Cổ phần Đầu tư An Lạc > Các bên liên quan khác,Các bên liên quan khác,,Phải trả khác,21.000.000,262.136.974,,,21000000.0,262136974.0
TỔNG CỘNG,Công ty Cổ phần Đầu tư An Lạc > TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,8.998.949.571,9.240.086.545,,,8998949571.0,9240086545.0
Chi phí phải trả dài hạn (Mã số 333),Chi phí phải trả dài hạn (Mã số 333),Chi phí phải trả dài hạn (Mã số 333),Chi phí phải trả dài hạn (Mã số 333),Chi phí phải trả dài hạn (Mã số 333),Chi phí phải trả dài hạn (Mã số 333),Chi phí phải trả dài hạn (Mã số 333),,,,
Bà Trịnh Thị Thảo,Chi phí phải trả dài hạn (Mã số 333) > Bà Trịnh Thị Thảo,Bà Trịnh Thị Thảo,Người có mối quan hệ gia đình mật thiết với Phó Tổng Giám Đốc,Chi phí lãi vay phải trả,2.301.070,-,,,2301070.0,
TỔNG CỘNG,Chi phí phải trả dài hạn (Mã số 333) > TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.301.070,-,,,2301070.0,
Vay dài hạn (Thuyết minh số 22),Vay dài hạn (Thuyết minh số 22),Vay dài hạn (Thuyết minh số 22),Vay dài hạn (Thuyết minh số 22),Vay dài hạn (Thuyết minh số 22),Vay dài hạn (Thuyết minh số 22),Vay dài hạn (Thuyết minh số 22),,,,
Bà Trịnh Thị Thảo,Vay dài hạn (Thuyết minh số 22) > Bà Trịnh Thị Thảo,Bà Trịnh Thị Thảo,Người có mối quan hệ gia đình mật thiết với Phó Tổng Giám Đốc,Vay dài hạn (i),1.000.000.000,-,,,1000000000.0,
TỔNG CỘNG,Vay dài hạn (Thuyết minh số 22) > TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.000.000.000,-,,,1000000000.0,
