row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Tạm ứng (i),Ngắn hạn > Tạm ứng (i),Tạm ứng (i),131.114.011.120,78.951.435.594,131114011120.0,78951435594.0
Phải thu về chi hộ (ii),Ngắn hạn > Phải thu về chi hộ (ii),Phải thu về chi hộ (ii),82.703.201.467,64.665.029.821,82703201467.0,64665029821.0
"Phải thu từ lãi cho vay, lãi tiền gửi và lãi trái phiếu","Ngắn hạn > Phải thu từ lãi cho vay, lãi tiền gửi và lãi trái phiếu","Phải thu từ lãi cho vay, lãi tiền gửi và lãi trái phiếu",13.664.570.837,2.966.167.571,13664570837.0,2966167571.0
Phải thu về chi phí ECA được hoàn,Ngắn hạn > Phải thu về chi phí ECA được hoàn,Phải thu về chi phí ECA được hoàn,31.048.197.850,-,31048197850.0,
Các khoản phải thu ngắn hạn khác,Ngắn hạn > Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,12.411.783.814,19.049.830.576,12411783814.0,19049830576.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,270.941.765.088,165.632.463.562,270941765088.0,165632463562.0
Dự phòng phải thu ngắn hạn khác khó đòi,Ngắn hạn > Dự phòng phải thu ngắn hạn khác khó đòi,Dự phòng phải thu ngắn hạn khác khó đòi,(16.339.307.175),(3.655.094.341),-16339307175.0,-3655094341.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn khác từ các bên khác,Trong đó: > Phải thu ngắn hạn khác từ các bên khác,Phải thu ngắn hạn khác từ các bên khác,255.591.765.088,164.876.154.877,255591765088.0,164876154877.0
Phải thu ngắn hạn khác từ các bên liên quan(Thuyết minh số 32.2),Trong đó: > Phải thu ngắn hạn khác từ các bên liên quan(Thuyết minh số 32.2),Phải thu ngắn hạn khác từ các bên liên quan(Thuyết minh số 32.2),15.350.000.000,756.308.685,15350000000.0,756308685.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Ký cược, ký quỹ","Dài hạn > Ký cược, ký quỹ","Ký cược, ký quỹ",22.384.569.915,22.238.096.490,22384569915.0,22238096490.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,22.384.569.915,22.238.096.490,22384569915.0,22238096490.0
