row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Tầng hầm thuộc Dự án Hà Đô Centrosa Garden,Tầng hầm thuộc Dự án Hà Đô Centrosa Garden,Tầng hầm thuộc Dự án Hà Đô Centrosa Garden,249.957.073.907,249.957.073.907,249957073907.0,249957073907.0
Mặt bằng thương mại Dự án Hà Đô Centrosa Garden,Mặt bằng thương mại Dự án Hà Đô Centrosa Garden,Mặt bằng thương mại Dự án Hà Đô Centrosa Garden,186.468.216.855,186.468.216.855,186468216855.0,186468216855.0
Văn phòng Hà Đô Airport Building (**),Văn phòng Hà Đô Airport Building (**),Văn phòng Hà Đô Airport Building (**),173.073.661.270,173.073.661.270,173073661270.0,173073661270.0
Quyền phát triển dự án tại số 62 Phan Đình Giót,Quyền phát triển dự án tại số 62 Phan Đình Giót,Quyền phát triển dự án tại số 62 Phan Đình Giót,110.974.524.306,110.974.524.306,110974524306.0,110974524306.0
Mặt bằng thương mại tỏa nhà Hà Đô Miền Nam,Mặt bằng thương mại tỏa nhà Hà Đô Miền Nam,Mặt bằng thương mại tỏa nhà Hà Đô Miền Nam,127.493.042.300,127.493.042.300,127493042300.0,127493042300.0
Diện tích cho thuê Dự án Sư Văn Hạnh,Diện tích cho thuê Dự án Sư Văn Hạnh,Diện tích cho thuê Dự án Sư Văn Hạnh,81.673.190.216,-,81673190216.0,
Mặt bằng thương mại tỏa nhà Hà Đô 186 Hoàng Sâm,Mặt bằng thương mại tỏa nhà Hà Đô 186 Hoàng Sâm,Mặt bằng thương mại tỏa nhà Hà Đô 186 Hoàng Sâm,27.488.274.808,27.488.274.808,27488274808.0,27488274808.0
Mặt bằng thương mại chung cư CC1 Dịch Vọng,Mặt bằng thương mại chung cư CC1 Dịch Vọng,Mặt bằng thương mại chung cư CC1 Dịch Vọng,23.794.849.884,23.794.849.884,23794849884.0,23794849884.0
Mặt bằng thương mại chung cư N10,Mặt bằng thương mại chung cư N10,Mặt bằng thương mại chung cư N10,21.336.181.353,21.336.181.353,21336181353.0,21336181353.0
Diện tích hầm chung cư N10,Diện tích hầm chung cư N10,Diện tích hầm chung cư N10,16.882.854.908,16.882.854.908,16882854908.0,16882854908.0
Mặt bằng thương mại chung cư 183 Hoàng Văn Thái,Mặt bằng thương mại chung cư 183 Hoàng Văn Thái,Mặt bằng thương mại chung cư 183 Hoàng Văn Thái,13.952.126.285,13.952.126.285,13952126285.0,13952126285.0
Mặt bằng thương mại chung cư Nguyễn Văn Công,Mặt bằng thương mại chung cư Nguyễn Văn Công,Mặt bằng thương mại chung cư Nguyễn Văn Công,10.618.892.068,10.618.892.068,10618892068.0,10618892068.0
Diện tích hầm chung cư CC1 Dịch Vọng,Diện tích hầm chung cư CC1 Dịch Vọng,Diện tích hầm chung cư CC1 Dịch Vọng,9.593.876.960,9.593.876.960,9593876960.0,9593876960.0
Mặt bằng thương mại chung cư Hoàng Sâm,Mặt bằng thương mại chung cư Hoàng Sâm,Mặt bằng thương mại chung cư Hoàng Sâm,4.881.479.260,4.881.479.260,4881479260.0,4881479260.0
Mặt bằng thương mại chung cư Z751,Mặt bằng thương mại chung cư Z751,Mặt bằng thương mại chung cư Z751,4.057.028.078,4.057.028.078,4057028078.0,4057028078.0
Sân tennis,Sân tennis,Sân tennis,3.135.792.727,3.135.792.727,3135792727.0,3135792727.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.065.381.065.185,983.707.874.969,1065381065185.0,983707874969.0
