row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
200,200,200,B. TÀI SẢN DÀI HẠN,,11.064.622.484.960,10.621.698.175.781,,,11064622484960.0,10621698175781.0
210,210,210,I. Các khoản phải thu dài hạn,,289.426.294.311,286.990.121.231,,,289426294311.0,286990121231.0
212,212,212,1. Trả trước cho người bán dài hạn,7.2,267.041.724.396,264.752.024.741,,72.0,267041724396.0,264752024741.0
216,216,216,2. Phải thu dài hạn khác,9,22.384.569.915,22.238.096.490,,9.0,22384569915.0,22238096490.0
220,220,220,II. Tài sản cố định,,8.053.642.241.899,8.548.076.888.538,,,8053642241899.0,8548076888538.0
221,221,221,1. Tài sản cố định hữu hình,12,7.869.860.122.066,8.355.312.161.185,,12.0,7869860122066.0,8355312161185.0
222,222,222,Nguyên giá,,11.072.123.951.157,11.076.404.026.439,,,11072123951157.0,11076404026439.0
223,223,223,Giá trị khấu hao lũy kế,,(3.202.263.829.091),(2.721.091.865.254),,,-3202263829091.0,-2721091865254.0
227,227,227,2. Tài sản cố định vô hình,13,183.782.119.833,192.764.727.353,,13.0,183782119833.0,192764727353.0
228,228,228,Nguyên giá,,223.752.254.500,223.682.254.500,,,223752254500.0,223682254500.0
229,229,229,Giá trị hao mòn lũy kế,,(39.970.134.667),(30.917.527.147),,,-39970134667.0,-30917527147.0
230,230,230,III. Bất động sản đầu tư,14,788.557.881.523,728.928.759.456,,14.0,788557881523.0,728928759456.0
231,231,231,1. Nguyên giá,,1.065.381.065.185,983.707.874.969,,,1065381065185.0,983707874969.0
232,232,232,2. Giá trị hao mòn lũy kế,,(276.823.183.662),(254.779.115.513),,,-276823183662.0,-254779115513.0
240,240,240,IV. Tài sản dở dang dài hạn,15,1.756.587.657.874,901.620.308.403,,15.0,1756587657874.0,901620308403.0
241,241,241,"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",15.1,73.981.058.899,91.560.035.101,,151.0,73981058899.0,91560035101.0
242,242,242,2. Chi phí xây dựng cơ bản dở dang,15.2,1.682.606.598.975,810.060.273.302,,152.0,1682606598975.0,810060273302.0
250,250,250,V. Đầu tư tài chính dài hạn,,56.150.000.000,58.743.881.200,,,56150000000.0,58743881200.0
252,252,252,1. Đầu tư vào công ty liên doanh,,150.000.000,150.000.000,,,150000000.0,150000000.0
255,255,255,2. Đầu tư nắm giữ đến ngày đáo hạn,6.2,56.000.000.000,58.593.881.200,,62.0,56000000000.0,58593881200.0
260,260,260,VI. Tài sản dài hạn khác,,120.258.409.353,97.338.216.953,,,120258409353.0,97338216953.0
261,261,261,1. Chi phí trả trước dài hạn,,15.897.036.034,21.263.045.001,,,15897036034.0,21263045001.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,31.3,47.923.928.709,49.156.685.931,,313.0,47923928709.0,49156685931.0
269,269,269,3. Lợi thế thương mại,17,56.437.444.610,26.918.486.021,,17.0,56437444610.0,26918486021.0
270,270,270,TỔNG CỘNG TÀI SẢN,,14.685.890.149.474,13.849.363.319.491,,,14685890149474.0,13849363319491.0
