row_label_raw,row_label_full,b. Chi tiết vốn đầu tư của chủ sở hữu,Cuối năm,Đầu năm,numeric__Cuối năm,numeric__Đầu năm
Vốn đầu tư của Nhà nước,Vốn đầu tư của Nhà nước,Vốn đầu tư của Nhà nước,26.166.499.106.975,26.166.499.106.975,26166499106975.0,26166499106975.0
Cộng,Cộng,Cộng,26.166.499.106.975,26.166.499.106.975,26166499106975.0,26166499106975.0
c. Các quỹ của doanh nghiệp,c. Các quỹ của doanh nghiệp,c. Các quỹ của doanh nghiệp,Cuối năm,Đầu năm,,
- Quỹ đầu tư phát triển,c. Các quỹ của doanh nghiệp > - Quỹ đầu tư phát triển,- Quỹ đầu tư phát triển,6.437.295.628.830,6.203.988.188.735,6437295628830.0,6203988188735.0
- Quỹ hỗ trợ sắp xếp doanh nghiệp,c. Các quỹ của doanh nghiệp > - Quỹ hỗ trợ sắp xếp doanh nghiệp,- Quỹ hỗ trợ sắp xếp doanh nghiệp,983.512.774,980.050.000,983512774.0,980050000.0
- Quỹ khác thuộc vốn chủ sở hữu,c. Các quỹ của doanh nghiệp > - Quỹ khác thuộc vốn chủ sở hữu,- Quỹ khác thuộc vốn chủ sở hữu,187.050.391.780,199.325.627.783,187050391780.0,199325627783.0
Cộng,c. Các quỹ của doanh nghiệp > Cộng,Cộng,6.625.329.533.384,6.404.293.866.518,6625329533384.0,6404293866518.0
17. Nguồn kinh phí,17. Nguồn kinh phí,17. Nguồn kinh phí,Năm nay,Năm trước,,
Nguồn kinh phí đầu năm,17. Nguồn kinh phí > Nguồn kinh phí đầu năm,Nguồn kinh phí đầu năm,11.387.876.387,51.102.540.146,11387876387.0,51102540146.0
Nguồn kinh phí được cấp trong năm,17. Nguồn kinh phí > Nguồn kinh phí được cấp trong năm,Nguồn kinh phí được cấp trong năm,105.304.744.272,127.982.755.210,105304744272.0,127982755210.0
Chi sự nghiệp (*),17. Nguồn kinh phí > Chi sự nghiệp (*),Chi sự nghiệp (*),(159.880.934.389),(167.697.418.969),-159880934389.0,-167697418969.0
Nguồn kinh phí còn lại cuối năm,17. Nguồn kinh phí > Nguồn kinh phí còn lại cuối năm,Nguồn kinh phí còn lại cuối năm,(43.188.313.730),11.387.876.387,-43188313730.0,11387876387.0
18. Các khoản mục ngoài Bảng Cần đối kế toán hợp nhất,18. Các khoản mục ngoài Bảng Cần đối kế toán hợp nhất,18. Các khoản mục ngoài Bảng Cần đối kế toán hợp nhất,Cuối năm,Đầu năm,,
a. Tài sản thuê ngoài,18. Các khoản mục ngoài Bảng Cần đối kế toán hợp nhất > a. Tài sản thuê ngoài,a. Tài sản thuê ngoài,0,0,0.0,0.0
b. Tài sản nhận giữ hộ,18. Các khoản mục ngoài Bảng Cần đối kế toán hợp nhất > b. Tài sản nhận giữ hộ,b. Tài sản nhận giữ hộ,606.689.764.949,561.189.409.902,606689764949.0,561189409902.0
"- Vật tư hàng hóa nhận giữ hộ, nhận gia công","18. Các khoản mục ngoài Bảng Cần đối kế toán hợp nhất > - Vật tư hàng hóa nhận giữ hộ, nhận gia công","- Vật tư hàng hóa nhận giữ hộ, nhận gia công",606.689.764.949,541.649.809.902,606689764949.0,541649809902.0
"- Hàng hóa nhận bán hộ, nhận ký gửi, nhận cầm cố, thế chấp","18. Các khoản mục ngoài Bảng Cần đối kế toán hợp nhất > - Hàng hóa nhận bán hộ, nhận ký gửi, nhận cầm cố, thế chấp","- Hàng hóa nhận bán hộ, nhận ký gửi, nhận cầm cố, thế chấp",0,19.539.600.000,0.0,19539600000.0
c. Ngoại tệ các loại (USD),c. Ngoại tệ các loại (USD),c. Ngoại tệ các loại (USD),,,,
- Ngoại tệ USD,c. Ngoại tệ các loại (USD) > - Ngoại tệ USD,- Ngoại tệ USD,"15.698.618,00","38.723.642,00",15698618.0,38723642.0
- Ngoại tệ EUR,c. Ngoại tệ các loại (USD) > - Ngoại tệ EUR,- Ngoại tệ EUR,"461.162,00","659.038,00",461162.0,659038.0
- Ngoại tệ JPY,c. Ngoại tệ các loại (USD) > - Ngoại tệ JPY,- Ngoại tệ JPY,"160.103,00","0,00",160103.0,0.0
d. Vàng tiền tệ,c. Ngoại tệ các loại (USD) > d. Vàng tiền tệ,d. Vàng tiền tệ,0,0,0.0,0.0
e. Nợ khó đòi đã xử lý,c. Ngoại tệ các loại (USD) > e. Nợ khó đòi đã xử lý,e. Nợ khó đòi đã xử lý,18.267.329.095,21.829.516.579,18267329095.0,21829516579.0
