row_label_raw,row_label_full,Stt > 12 > 13 > 14 > 15 > 16,Đơn vị được bảo lãnh > Công ty TNHH MTV Cao su Bà Rịa > Công ty Cổ phần Cao su Phú Riềng Kratie > Công ty Cổ phần VRG Phú Yên > Công ty TNHH MTV Cao su Dầu Tiếng,Số tiền bảo lãnh > USD,Số tiền bảo lãnh > VND > 72.000.000.000 > 1.200.000.000 > 191.733.798.000 > 100.854.000.000 > 41.403.570.000,"Đơn vị nhận bảo lãnh > Ngân hàng Nông nghiệp và Phát triển Nông thông Việt Nam - chi nhánh huyện Châu Đức > Công ty Tài chính TNHH MTV Cao su Việt Nam > Ngân hàng TMCP Công thương Việt Nam - chi nhánh Phú Yên > Ngân hàng TMCP Á Châu, chi nhánh Bình Dương",Mục đích bảo lãnh > Chăm sóc cây cao su KTCB (2011) > Đầu tư 6.000 ha cao su tại Campuchia > Đầu tư dự án thủy điện La Hiêng 2 > Trả nợ cho Công ty Tài chính TNHH MTV Cao su Việt Nam > Vay dài hạn đầu tư TSCĐ năm 2006,numeric__Đơn vị được bảo lãnh > Công ty TNHH MTV Cao su Bà Rịa > Công ty Cổ phần Cao su Phú Riềng Kratie > Công ty Cổ phần VRG Phú Yên > Công ty TNHH MTV Cao su Dầu Tiếng,numeric__Số tiền bảo lãnh > USD,numeric__Số tiền bảo lãnh > VND > 72.000.000.000 > 1.200.000.000 > 191.733.798.000 > 100.854.000.000 > 41.403.570.000,"numeric__Đơn vị nhận bảo lãnh > Ngân hàng Nông nghiệp và Phát triển Nông thông Việt Nam - chi nhánh huyện Châu Đức > Công ty Tài chính TNHH MTV Cao su Việt Nam > Ngân hàng TMCP Công thương Việt Nam - chi nhánh Phú Yên > Ngân hàng TMCP Á Châu, chi nhánh Bình Dương",numeric__Mục đích bảo lãnh > Chăm sóc cây cao su KTCB (2011) > Đầu tư 6.000 ha cao su tại Campuchia > Đầu tư dự án thủy điện La Hiêng 2 > Trả nợ cho Công ty Tài chính TNHH MTV Cao su Việt Nam > Vay dài hạn đầu tư TSCĐ năm 2006
17,17,17,Công ty Cổ phần Cao su Mang Yang Ratanakiri,"3.562.500,00",,Ngân hàng TMCP Sài Gòn - Hà Nội - chi nhánh TP. Hồ Chí Minh,Đầu tư xây dựng cơ bản cao su,,3562500.0,,,
18,18,18,Công ty Cổ phần Cao su Bà Rịa - Kampong Thom,,89.185.200.000,Ngân hàng TMCP Sài Gòn - Hà Nội - chi nhánh TP. Hồ Chí Minh,Đầu tư 5.500 ha cao su tại Campuchia,,,89185200000.0,,
19,19,19,Công ty Cổ phần Cao su Bà Rịa - Kampong Thom,,109.995.080.000,Ngân hàng TMCP Sài Gòn - Hà Nội - chi nhánh TP. Hồ Chí Minh,Đầu tư 5.500 ha cao su tại Campuchia,,,109995080000.0,,
20,20,20,Công ty Cổ phần Cao su Đồng Nai - Kratie,,91.280.000.000,Ngân hàng TMCP Sài Gòn - Hà Nội - chi nhánh Đồng Nai,Đầu tư 4.100 ha cao su tại Campuchia,,,91280000000.0,,
21,21,21,Công tỷ Cổ phần Cao su Đồng Nai - Kratie,"1.875.000,00",,Ngân hàng TMCP Sài Gòn - Hà Nội - chi nhánh TP. Hồ Chí Minh,Đầu tư xây dựng cơ bản cao su,,1875000.0,,,
22,22,22,Công tỷ TNHH MTV Cao su Thành Hóa,,14.000.000.000,Ngân hàng TMCP Sài Gòn - Hà Nội - chi nhánh Thanh Hóa,Bổ sung vốn lưu động,,,14000000000.0,,
23,23,23,Công ty TNHH MTV Cao su Thanh Hóa,,68.540.493.000,Ngân hàng TMCP Sài Gòn - Hà Nội,Đầu tư xây dựng cơ bản cao su và trả nợ cho Công ty Tài chính TNHH MTV Cao su Việt Nam,,,68540493000.0,,
24,24,24,Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,,93.135.000.000,Ngân hàng TMCP Xăng Dầu Petrolomex,Đầu tư xây dựng cơ bản cao su và trả nợ cho Công ty Tài chính TNHH MTV Cao su Việt Nam,,,93135000000.0,,
