row_label_raw,row_label_full,Mã số,Tên khoản mục,Số trước điều chỉnh,numeric__Tên khoản mục,numeric__Số trước điều chỉnh
BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT,,
335,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT > 335,335,5. Thuế thu nhập hoãn lại phải trả,0,,0.0
336,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT > 336,336,6. Dự phòng trợ cấp mất việc làm,0,,0.0
337,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT > 337,337,7. Dự phòng phải trả dài hạn,0,,0.0
338,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT > 338,338,8. Doanh thu chưa thực hiện,1.618.504.882.959,,1618504882959.0
339,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT > 339,339,9. Quỹ phát triển khoa học công nghệ,197.326.593.268,,197326593268.0
400,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT > 400,400,B . VỐN CHỦ SỐ HỮU,38.284.908.827.013,,38284908827013.0
410,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT > 410,410,I. Vốn chủ sở hữu,38.099.178.464.743,,38099178464743.0
411,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT > 411,411,1. Vốn đầu tư của chủ sở hữu,26.166.499.106.975,,26166499106975.0
412,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT > 412,412,2. Thăng dư vốn cổ phần,119.650.275.831,,119650275831.0
413,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT > 413,413,3. Vốn khác của chủ sở hữu,5.827.166.358,,5827166358.0
414,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT > 414,414,4. Cổ phiếu quỹ,(167.037.572.460),,-167037572460.0
415,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT > 415,415,5. Chênh lệch đánh giá lại tài sản,0,,0.0
416,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT > 416,416,6. Chênh lệch tỷ giá hối đoái,811.542.187.526,,811542187526.0
417,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT > 417,417,7. Quỹ đầu tư phát triển,5.893.911.882.233,,5893911882233.0
418,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT > 418,418,8. Quỹ dự phòng tài chính,364.592.064.393,,364592064393.0
419,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT > 419,419,9. Quỹ khác thuộc vốn chủ sở hữu,144.809.869.892,,144809869892.0
420,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT > 420,420,10. Lợi nhuận sau thuế chưa phân phối,95.676.067.603,,95676067603.0
430,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT > 430,430,11. Nguồn vốn đầu tư xây dựng cơ bản,4.662.727.366.392,,4662727366392.0
422,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT > 422,422,12. Quỹ hỗ trợ sắp xếp doanh nghiệp,980.050.000,,980050000.0
430,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT > 430,430,II. Nguồn kinh phí và quỹ khác,185.730.362.270,,185730362270.0
431,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT > 431,431,1. Nguồn kinh phí,11.387.876.387,,11387876387.0
432,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT > 432,432,2. Nguồn kinh phí đã hình thành TSCĐ,174.342.485.883,,174342485883.0
439,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT > 439,439,C. Lợi ích của cổ đông thiểu số,3.964.922.283.198,,3964922283198.0
440,BẢNG CÂN ĐỒI KẾ TOẠN HỢP NHẤT > 440,440,TỔNG CỘNG NGUỒN VỐN,63.469.442.681.831,,63469442681831.0
