row_label_raw,row_label_full,Stt,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Hoạt động kinh doanh chính,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết,numeric__Hoạt động kinh doanh chính
68,68,68,Công ty Cổ phần Công nghiệp An Điền,"Khu Công Nghiệp Rạch Bắp, đường D1, xã An Điền, huyện Bến Cát, tỉnh Bình Dương","92,67%","97,00%","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuêThi công xây dựng công trình dân dụng, công nghiệp; Đầu tư xây dựng và kinh doanh kết cấu hạ tầng kỹ thuật KCN, khu dân cư; Kinh doanh và cho thuê nhà ở, văn phòng, nhà xuống, nhà kho, bến bãi; Tư vấn, môi giới, định giá và đấu giá bất động sản, quyền sử dụng đất",,,0.9267,0.97,
69,69,69,Công ty Cổ phần Kinh doanh bất động sản Cao Su Dầu Tiếng,"Khu phố 3, thị trấn Dầu Tiếng, huyện Dầu Tiếng, tỉnh Bình Dương","54,72%","54,72%","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuêThi công xây dựng công trình dân dụng, công nghiệp; Đầu tư xây dựng và kinh doanh kết cấu hạ tầng kỹ thuật KCN, khu dân cư; Kinh doanh và cho thuê nhà ở, văn phòng, nhà xuống, nhà kho, bến bãi; Tư vấn, môi giới, định giá và đấu giá bất động sản, quyền sử dụng đất",,,0.5472,0.5472,
70,70,70,Công ty Cổ phần Thể thao Cao su Phú Riềng Bình Phước,"Xã Phú Riềng, huyện Phú Riềng, tỉnh Bình Phước","92,20%",100%,Hoạt động thể thao,,,0.922,1.0,
71,71,71,Công ty Cổ phần Đầu tư Xây dựng Cao su Phú Thịnh,"Thôn Phú Nguyên, huyện Phú Riềng, tỉnh Bình Phước","87,98%","90,22%","Khai hoang trồng mới, khai thác, chế biến mù cao su; Chế biến gỗ",,,0.8798,0.9022,
72,72,72,Công ty Cổ phần Cao su Đồng Phú - Đắk Nông,"Cụm 3 tầng, xã Ea Pô, huyện Cư Jút, tỉnh Đắk Nông","49,34%","88,41%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,0.49340000000000006,0.8841,
73,73,73,Công ty Cổ phần Cao su Bình Long - Tà Thiết,"Áp Thạnh Tây, xã Lộc Tấn, huyện Lộc Ninh, tỉnh Bình Phước","85,71%","85,71%","Trồng và chăm sóc cây cao suCưa, xẻ, bào gỗ và bảo quản gỗ; Khai thác gỗ; Sản xuất gỗ dán, gỗ lạng, ván ép và ván mỏng khác",,,0.8571,0.8571,
74,74,74,Công ty Cổ phần Chế biến -- Xuất nhập khẩu Gỗ Tây Ninh,"Áp Bến Mương, xã Thạnh Đức, huyện Gò Dầu, tỉnh Tây Ninh","51,00%","70,60%","Dịch vụ vận tải hàng hóa bằng đường bộ; Sửa chữa máy móc, thiết bị sản xuất; Sửa chữa máy móc, thiết bị phương tiện vận tải (trừ thiết kế phương tiện giao thông đường bộ)",,,0.51,0.706,
75,75,75,Công ty Cổ phần Cơ khí Vận tải Cao su Dầu Tiếng,"Khu phố 4A thị trấn Dầu Tiếng, huyện Dầu Tiếng, tỉnh Bình Dương","61,87%","68,34%","Sản xuất phân bón và hợp chất ni tor; Khai thác đá, cát, sỏi, đất sét; Trồng cây cao su; Trồng rừng và chăm sóc rừngTrồng, chăm sóc, khai thác và chế biến mù cao su",,,0.6187,0.6834,
76,76,76,Công ty Cổ phần Phân bón Thương mại Phú Thịnh,"Cụm công nghiệp tiểu thủ công nghiệp Thuận An, xã Thuận An, huyện Đắk Mil, tỉnh Đắk NôngThị trấn Mường Tè - huyện Mường","46,22%","53,61%","Sản xuất phân bón và hợp chất ni tor; Khai thác đá, cát, sỏi, đất sét; Trồng cây cao su; Trồng rừng và chăm sóc rừngTrồng, chăm sóc, khai thác và chế biến mù cao su",,,0.4622,0.5361,
77,77,77,Công ty Cổ phần Cao su Lai Châu II,Tè - tỉnh Lai Châu,100%,100%,"Sản xuất phân bón và hợp chất ni tor; Khai thác đá, cát, sỏi, đất sét; Trồng cây cao su; Trồng rừng và chăm sóc rừngTrồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,1.0,
