row_label_raw,row_label_full,01. Tiền và các khoản tương đương tiền,Cuối năm,Đầu năm,numeric__Cuối năm,numeric__Đầu năm
Tiền mặt,Tiền mặt,Tiền mặt,115.754.731.394,107.249.228.952,115754731394.0,107249228952.0
Tiền gửi ngân hàng không kỳ hạn,Tiền gửi ngân hàng không kỳ hạn,Tiền gửi ngân hàng không kỳ hạn,1.561.624.605.165,2.285.889.788.872,1561624605165.0,2285889788872.0
Tiền đang chuyển,Tiền đang chuyển,Tiền đang chuyển,39.325.000,14.555.077.178,39325000.0,14555077178.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,3.826.740.367.176,4.424.896.262.342,3826740367176.0,4424896262342.0
Cộng,Cộng,Cộng,5.504.159.028.735,6.832.590.357.344,5504159028735.0,6832590357344.0
