row_label_raw,row_label_full,Mã số,Tên khoản mục,Số trước điều chỉnh,numeric__Tên khoản mục,numeric__Số trước điều chỉnh
BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,,
260,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > 260,260,Lợi thể thương mại,74.278.808.345,,74278808345.0
270,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > 270,270,IV. Tài sản dài hạn khác,721.607.305.713,,721607305713.0
271,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > 271,271,1. Chỉ phí trả trước dài hạn,531.522.401.927,,531522401927.0
272,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > 272,272,2. Tài sản thuế thu nhập hoãn lại,20.835.422.726,,20835422726.0
278,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > 278,278,3. Tài sản dài hạn khác,169.249.481.060,,169249481060.0
280,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > 280,280,TỔNG CỘNG TẠI SẢN,63.469.442.681.831,,63469442681831.0
300,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > 300,300,A . NỘ PHẢI TRẢ,21.219.611.571.620,,21219611571620.0
310,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > 310,310,I. Nợ ngắn hạn,10.294.270.934.714,,10294270934714.0
311,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > 311,311,1. Vay và nợ ngắn hạn,3.236.347.077.981,,3236347077981.0
312,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > 312,312,2. Phải trả người bán,968.557.556.532,,968557556532.0
313,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > 313,313,3. Người mua trả tiền trước,442.189.241.159,,442189241159.0
314,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > 314,314,4. Thuế và các khoản phải nộp Nhà nước,281.467.935.610,,281467935610.0
315,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > 315,315,5. Phải trả người lao động,1.837.875.008.909,,1837875008909.0
316,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > 316,316,6. Chỉ phí phải trả,310.152.126.503,,310152126503.0
317,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > 317,317,7. Phải trả nội bộ,0,,0.0
318,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > 318,318,8. Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,0,,0.0
319,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > 319,319,"9. Các khoản phải trả, phải nộp khác",799.316.897.124,,799316897124.0
320,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > 320,320,10. Dự phòng phải trả ngắn hạn,1.375.030.044,,1375030044.0
323,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > 323,323,"11. Quỹ khen thưởng, phúc lợi",2.416.990.060.852,,2416990060852.0
330,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > 330,330,II. Nợ dài hạn,10.925.340.636.906,,10925340636906.0
331,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > 331,331,1. Phải trả dài hạn người bán,117.522.000,,117522000.0
332,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > 332,332,2. Phải trả dài hạn nội bộ,0,,0.0
333,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > 333,333,3. Phải trả dài hạn khác,231.163.232.587,,231163232587.0
334,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > 334,334,4. Vay và nợ dài hạn,8.878.228.406.092,,8878228406092.0
