row_label_raw,row_label_full,Stt,Tên công ty con,Nơi thành lập và hoạt động,Hoạt động kinh doanh chính,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Hoạt động kinh doanh chính
1,1,1,Công ty TNHH MTV Tổng Công ty Cao su Đồng Nai,"Huyện Long Khánh, tỉnh Đồng Nai","Trồng, khai thác, chế biến và kinh doanh mù cao su thiên nhiênTrồng, chăm sóc, khai thác, chế biến và kinh doanh mù cao su thiên nhiên; dịch vụ khách sạn và du lịch",,,
2,2,2,Công ty TNHH MTV Cao su Bà Rịa,"Huyện Châu Đức, tỉnh Bà Rịa - Vũng Tàu","Trồng, chăm sóc, khai thác, chế biến, thương nghiệp buôn bán mù và các dịch vụ cho việc phát triển cao suTrồng, chăm sóc và khai thác cao su thiên nhiên; trồng rừng, khai thác, chế biến các loại cây lâm nghiệp, công nghiệp và nông nghiệp",,,
3,3,3,Công ty TNHH MTV Cao su Bình Long,"Huyện Bình Long, tỉnh Bình Phước","Trồng, chăm sóc, khai thác, chế biến, thương nghiệp buôn bán mù và các dịch vụ cho việc phát triển cao suTrồng, chăm sóc và khai thác cao su thiên nhiên; trồng rừng, khai thác, chế biến các loại cây lâm nghiệp, công nghiệp và nông nghiệp",,,
4,4,4,Công ty TNHH MTV Cao su Dầu Tiếng,"Huyện Dầu Tiếng, tỉnh Bình Dương","Trồng, chăm sóc, khai thác, chế biến và tiêu thụ sản phẩm cao su; Trồng, chăm sóc rừng, khai thác lâm sản",,,
5,5,5,Công ty TNHH MTV Cao su Lộc Ninh,"Huyện Lộc Ninh, tỉnh Bình Phước","Trồng, khai thác, chế biến và kinh doanh mù cao su thiên nhiên",,,
6,6,6,Công ty TNHH MTV Cao su Phú Riềng,"Huyện Bù Gia Mập, tỉnh Bình Phước","Trồng trọt, công nghiệp hóa chất phân bón và cao su; Sản xuất, kinh doanh vật tư, dụng cụ phục vụ sản xuất nông nghiệp",,,
7,7,7,Công ty TNHH MTV Cao su Tân Biên,"Huyện Tân Châu, tỉnh Tây Ninh","Trồng cây cao su, cà phê, cây nông nghiệp ngắn ngày; Mua bán, xuất nhập khẩu: Cao su, vật tư, thiết bị ngành cao su; cà phê, nông sản, thực phẩm",,,
8,8,8,Công ty TNHH MTV Cao su Krông Buk,"Xã Ea Hồ, huyện Krông Năng, tỉnh Đắk Lắk499 đường Giải Phóng, thị trấn Ea Đăng , huyện EaH’leo, tỉnh Đắk Lắk","Trồng mới, chăm sóc, khai thác, chế biến và kinh doanh mù cao su thiên nhiên",,,
9,9,9,Công ty TNHH MTV Cao su Eah Leo,,,,,
