row_label_raw,row_label_full,Stt,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Hoạt động kinh doanh chính,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết,numeric__Hoạt động kinh doanh chính
58,58,58,Công ty Cổ phần Khu Công nghiệp Đầu Giấy,"Km 2, tỉnh lộ 769, xã Bầu Hàm 2, huyện Thống Nhất, tỉnh Đồng Nai","77,05","94,87%","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",,,77.05,0.9487000000000001,
59,59,59,Công ty Cổ phần Khu Công nghiệp Long Khánh,"Khu công nghiệp Long Khánh, xã Bình Lộc, thị xã Long Khánh, tỉnh Đồng Nai","76,00%","81,00%","Kinh doanh bất động sản, đầu tư xây dựng và kinh doanh cơ sở hạ tầng khu công nghiệp",,,0.76,0.81,
60,60,60,Công ty Cổ phần Du lịch Hàm Rồng,"184 Trương Công Định, phường 14, quận Tân Bình, TP. Hồ Chí Minh","68,03%","78,10%","Điều hành tua du lịchTrồng, chăm sóc, khai thác và chế biến mù cây cao su; Dịch vụ hỗ trợ trồng mới; Chăn nuôi gia súc; Trồng và chăm sóc rừng; Chế biến gỗ; Đại lý mua bán tận thu mù cao su",,,0.6803,0.7809999999999999,
61,61,61,Công ty Cổ phần Cao su Hà Giang,"Nhóm 4, Tổ 9, Thị trấn Việt Quang, huyện Bắc Quang, tỉnh Hà Giang Thừa đất số 117, 118, tờ bản đồ số 15, ấp 1, xã Hưng Hoà, huyện Bầu Bàng, tỉnh Bình Dương",100%,100%,"Điều hành tua du lịchTrồng, chăm sóc, khai thác và chế biến mù cây cao su; Dịch vụ hỗ trợ trồng mới; Chăn nuôi gia súc; Trồng và chăm sóc rừng; Chế biến gỗ; Đại lý mua bán tận thu mù cao su",,,1.0,1.0,
62,62,62,Công ty Cổ phần Cao su Trường Phát,"Bảng, tỉnh Bình Dương","55,09%","90,00%",Chế biến gỗ; Mua bán mù cao su,,,0.5509000000000001,0.9,
63,63,63,Công ty Cổ phần Cao Su Đồng Phú Kratie,"Áp Thuận Phú I, xã Thuận Phú, huyện Đồng Phú, tỉnh Bình Phước","61,36%","85,63%","Trồng, khai thác và chế biến cao suTrồng, khai thác và chế biến cao su và cây nông nghiệp. Sản xuất, mua bán vật tư nông nghiệp",,,0.6136,0.8563,
64,64,64,Công ty Cổ phần Cao Su Đồng Nai - Kratie,"Áp Trung Tâm, xã Xuân Lập, thị xã Long Khánh, tỉnh Đồng Nai","86,44%","86,44%","Trồng, khai thác và chế biến cao suTrồng, khai thác và chế biến cao su và cây nông nghiệp. Sản xuất, mua bán vật tư nông nghiệp",,,0.8644,0.8644,
65,65,65,Công ty Cổ phần Thủy điện VRG Ngọc Linh,"Thị trấn Đắk GLei, huyện Đắk Glei, tỉnh Kon Tum","77,46%","99,38%","Sản xuất, truyền tải và phân phối điệnChế biến cao su kỹ thuật và các sản phẩm dân dụng từ cao su; Kinh doanh thương mại, xuất nhập khẩu cao su, vật tư, phân bón, hóa chấtTrồng, khai thác và chế biến cao su thiên nhiên. Quản lý, bảo vệ, trồng rừng, khai thác và chế biến lâm sản",,,0.7746,0.9937999999999999,
66,66,66,Công ty Cổ phần Cao su Kỹ thuật Đồng Phú,"Xã Tân Lập, huyện Đồng Phú, tỉnh Bình Phước","41,54%","74,44%","Sản xuất, truyền tải và phân phối điệnChế biến cao su kỹ thuật và các sản phẩm dân dụng từ cao su; Kinh doanh thương mại, xuất nhập khẩu cao su, vật tư, phân bón, hóa chấtTrồng, khai thác và chế biến cao su thiên nhiên. Quản lý, bảo vệ, trồng rừng, khai thác và chế biến lâm sản",,,0.4154,0.7444,
67,67,67,Công ty Cổ phần Cao su Bảo Lâm,"Xã Lộc Bảo, huyện Bảo Lâm, tỉnh Lâm Đồng","81,68%","81,68%","Sản xuất, truyền tải và phân phối điệnChế biến cao su kỹ thuật và các sản phẩm dân dụng từ cao su; Kinh doanh thương mại, xuất nhập khẩu cao su, vật tư, phân bón, hóa chấtTrồng, khai thác và chế biến cao su thiên nhiên. Quản lý, bảo vệ, trồng rừng, khai thác và chế biến lâm sản",,,0.8168000000000001,0.8168000000000001,
