row_label_raw,row_label_full,Mã số,Tên khoản mục,Số sau điều chỉnh,numeric__Tên khoản mục,numeric__Số sau điều chỉnh
BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT,,
,,,,0,,0.0
260,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 260,260,VI. Tài sản dài hạn khác,626.636.632.998,,626636632998.0
261,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 261,261,1. Chi phí trả trước dài hạn,531.522.401.927,,531522401927.0
262,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 262,262,2. Tài sản thuế thu nhập hoãn lại,20.835.422.726,,20835422726.0
263,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 263,263,"3. Thiết bị, vật tư, phụ tùng thay thế đài hạn",0,,0.0
268,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 268,268,4. Tài sản dài hạn khác,0,,0.0
269,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 269,269,5. Lợi thế thương mại,74.278.808.345,,74278808345.0
270,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 270,270,TỔNG CỘNG TÀI SẢN,63.469.442.681.831,,63469442681831.0
300,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 300,300,C. NỘ PHẢI TRẢ,21.219.611.571.620,,21219611571620.0
310,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 310,310,I. Nợ ngắn hạn,10.294.270.934.714,,10294270934714.0
320,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 320,320,1. Vay và nợ thuê tài chính ngắn hạn,3.236.347.077.981,,3236347077981.0
311,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 311,311,2. Phải trả người bán ngắn hạn,968.557.556.532,,968557556532.0
312,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 312,312,3. Người mua trả tiền trước ngắn hạn,442.189.241.159,,442189241159.0
313,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 313,313,4. Thuế và các khoản phải nộp Nhà nước,281.467.935.610,,281467935610.0
314,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 314,314,5. Phải trả người lao động,1.837.875.008.909,,1837875008909.0
315,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 315,315,6. Chi phí phải trả ngắn hạn,310.152.126.503,,310152126503.0
316,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 316,316,7. Phải trả nội bộ ngắn hạn,0,,0.0
317,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 317,317,8. Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,0,,0.0
318,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 318,318,9. Doanh thu chưa thực hiện ngắn hạn,0,,0.0
319,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 319,319,10. Phải trả ngắn hạn khác,799.316.897.124,,799316897124.0
321,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 321,321,11. Dự phòng phải trả ngắn hạn,1.375.030.044,,1375030044.0
322,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 322,322,"12. Quỹ khen thưởng, phúc lợi",2.416.990.060.852,,2416990060852.0
323,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 323,323,13. Quỹ bình ổn giá,0,,0.0
324,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 324,324,14. Giao dịch mua bán lại trái phiếu chính phủ,0,,0.0
330,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 330,330,II. Nợ dài hạn,10.925.340.636.906,,10925340636906.0
331,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 331,331,1. Phải trả người bán dài hạn,117.522.000,,117522000.0
332,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 332,332,2. Người mua trả tiền trước dài hạn,0,,0.0
333,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 333,333,3. Chi phí phải trả dài hạn,0,,0.0
334,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 334,334,4. Phải trả nội bộ về vốn kinh doanh,0,,0.0
335,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 335,335,5. Phải trả nội bộ dài hạn,0,,0.0
337,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 337,337,6. Phải trả dài hạn khác,231.163.232.587,,231163232587.0
338,BẢNG CÂN ĐỒI KẾ TOÁN HỢP NHẤT > 338,338,7. Vay và nợ thuê tài chính dài hạn,8.878.228.406.092,,8878228406092.0
