row_label_raw,row_label_full,Stt,Tên công ty con,Nơi thành lập và hoạt động,Hoạt động kinh doanh chính,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Hoạt động kinh doanh chính
10,10,10,Công ty TNHH MTV Cao su Chư Prông,"Xã Ia Drăng, huyện Chư Prông, tỉnh Gia Lai","Trồng, khai thác, chế biến và tiêu thụ cao su, cà phê; Sản xuất và chế biến gỗ; Công nghiệp hóa chất, phân bón và cao su; Khai thác và chế biến khoáng sản; Thương nghiệp bán buôn",,,
11,11,11,Công ty TNHH MTV Cao su Chư Sê,"420 Hùng Vương, thị trấn Chư Sê, huyện Chư Sê, tỉnh Gia Lai",Trồng trót; Công nghiệp hoá chất phân bón và cao su; Thương nghiệp bán buôn; Khai hoang xây dựng vườn cây,,,
12,12,12,Công ty TNHH MTV Cao su Kon Tum,"258 Phan Đình Phùng, TP. Kon Tum, tỉnh Kon Tum","Trồng mới, khai thác, chăm sóc và chế biến mũ cao su",,,
13,13,13,Công ty TNHH MTV Cao su Mang Yang,"536 Nguyễn Huệ, thị trấn Đắk Đoa, huyện Đắk Đoa, tỉnh Gia Lai","Bán buôn cao su; Trồng trót, chăn nuôi hỗn hợp, trồng cây cao su; Sản xuất phân bón và hợp chất ni tơ; Bán buôn phân bón, thuốc trừ sâu và hóa chất khác sử dụng trong nông nghiệp",,,
14,14,14,Công ty TNHH MTV Cao su Chư Pãh,"01 Nguyễn Thị Minh Khai, thị trấn Phú Hoà, huyện Chư Pãh, tỉnh Gia Lai","Trồng mới, chăm sóc, khai thác, chế biến mũ cao su, cà phê, hồ tiêu, sản xuất gỗ thành phẩm; Sản xuất phân bón; Thương nghiệp bán buôn và trực tiếp xuất khẩu",,,
15,15,15,Công ty TNHH MTV Cao su Quảng Nam,Quốc lộ 1 A - xã Bình Nguyên - huyện Thăng Bình - tỉnh Quảng Nam,"Đầu tư trồng, chăm sóc cây cao su; Xây dựng công trình dân dụng, xây dựng cơ sở hạ tầng nông thôn, miền núi",,,
16,16,16,Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,"Huyện Nam Giang, tỉnh Quảng Nam","Đầu tư trồng, chăm sóc, khai thác, chế biến cao su nguyên liệu và tiêu thụ sản phẩm; Trồng rừng kinh tế, rừng nguyên liệu; Dịch vụ Khách sạn Khai thác, chế biến, tiêu thụ các loại làm sản; Xuất khẩu sản phẩm cao su thành phẩm; Sản xuất gạch ngói, kinh doanh vật liệu xây dựng; sản xuất phân bón.",,,
17,17,17,Công ty TNHH MTV Cao su Hà Tĩnh,"Số 13 Ngõ 192 - Đường Trần Phú, Phường Nguyễn Du, TP. Hà Tĩnh, Tỉnh Hà Tĩnh","Trồng và chăm sóc, khai thác, chế biến, xuất khẩu sản phẩm Cao su",,,
18,18,18,Công ty TNHH MTV Cao su Hương Khê - Hà Tĩnh,"Xóm 12 xã Hương Long, huyện Hương Khê, tỉnh Hà Tĩnh","Đầu tư trồng, chăm sóc, khai thác, chế biến, cuu su nguyên liệu và tiêu thụ sản phẩm cao su",,,
19,19,19,Công ty TNHH MTV Cao su Thanh Hóa,"Số 54 Cửa Tà , P. Lam Sơn, TP. Thanh Hoá, tỉnh Thanh Hoá",,,,
