row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,842.989.844.681,622.216.447.079,150.0,,842989844681.0,622216447079.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,V.05,36.833.357.203,13.501.035.696,151.0,,36833357203.0,13501035696.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,442.279.257.961,419.936.280.010,152.0,,442279257961.0,419936280010.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,V.06,363.877.229.517,188.779.131.373,153.0,,363877229517.0,188779131373.0
"4. Giao dịch mua, bán lại trái phiếu Chính phủ","4. Giao dịch mua, bán lại trái phiếu Chính phủ","4. Giao dịch mua, bán lại trái phiếu Chính phủ",154,,0,0,154.0,,0.0,0.0
5. Tài sản ngắn hạn khác,5. Tài sản ngắn hạn khác,5. Tài sản ngắn hạn khác,155,,0,0,155.0,,0.0,0.0
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,51.963.842.522.114,46.264.344.779.899,200.0,,51963842522114.0,46264344779899.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,1.281.077.951.528,710.058.581.105,210.0,,1281077951528.0,710058581105.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,,31.046.959.225,0,211.0,,31046959225.0,0.0
2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,212,,85.406.830.618,0,212.0,,85406830618.0,0.0
3. Vốn kinh doanh ở đơn vị trực thuộc,3. Vốn kinh doanh ở đơn vị trực thuộc,3. Vốn kinh doanh ở đơn vị trực thuộc,213,,0,0,213.0,,0.0,0.0
4. Phải thu nội bộ dài hạn,4. Phải thu nội bộ dài hạn,4. Phải thu nội bộ dài hạn,214,,0,0,214.0,,0.0,0.0
5. Phải thu về cho vay dài hạn,5. Phải thu về cho vay dài hạn,5. Phải thu về cho vay dài hạn,215,,1.381.632.418.861,901.372.293.467,215.0,,1381632418861.0,901372293467.0
6. Phải thu dài hạn khác,6. Phải thu dài hạn khác,6. Phải thu dài hạn khác,216,V.03,435.516.097.513,268.857.707.496,216.0,,435516097513.0,268857707496.0
7. Dự phòng phải thu dài hạn khó đòi (*),7. Dự phòng phải thu dài hạn khó đòi (*),7. Dự phòng phải thu dài hạn khó đòi (*),219,,(652.524.354.689),(460.171.419.858),219.0,,-652524354689.0,-460171419858.0
