row_label_raw,row_label_full,Tại ngày đầu năm,Từ 01 năm trở xuống,Trên 01 năm đến 05 năm,Trên 05 năm,Tổng cộng,numeric__Từ 01 năm trở xuống,numeric__Trên 01 năm đến 05 năm,numeric__Trên 05 năm,numeric__Tổng cộng
"Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",1.767.874.453.656,231.280.754.587,,1.999.155.208.243,1767874453656.0,231280754587.0,,1999155208243.0
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,310.152.126.503,0,,310.152.126.503,310152126503.0,0.0,,310152126503.0
Vay và nợ,Vay và nợ,Vay và nợ,3.236.347.077.981,8.878.228.406.092,,12.114.575.484.073,3236347077981.0,8878228406092.0,,12114575484073.0
Cộng,Cộng,Cộng,5.314.373.658.140,9.109.509.160.679,0,14.423.882.818.819,5314373658140.0,9109509160679.0,0.0,14423882818819.0
Tại ngày cuối năm,Tại ngày cuối năm,Tại ngày cuối năm,Từ 01 năm trở xuống,Trên 01 năm đến 05 năm,Trên 05 năm,Tổng cộng,,,,
"Phải trả người bán, phải trả khác","Tại ngày cuối năm > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",2.097.569.990.426,134.116.626.522,,2.231.686.616.948,2097569990426.0,134116626522.0,,2231686616948.0
Chi phí phải trả,Tại ngày cuối năm > Chi phí phải trả,Chi phí phải trả,198.275.227.781,17.293.648.722,,215.568.876.503,198275227781.0,17293648722.0,,215568876503.0
Vay và nợ,Tại ngày cuối năm > Vay và nợ,Vay và nợ,3.308.723.451.221,10.650.994.831.251,,13.959.718.282.472,3308723451221.0,10650994831251.0,,13959718282472.0
Cộng,Tại ngày cuối năm > Cộng,Cộng,5.604.568.669.428,10.802.405.106.495,0,16.406.973.775.923,5604568669428.0,10802405106495.0,0.0,16406973775923.0
