row_label_raw,row_label_full,Chi phí nhân viên,25.397.053.467,26.018.399.423,numeric__25.397.053.467,numeric__26.018.399.423
Chi phí vật liệu,Chi phí vật liệu,Chi phí vật liệu,92.792.462.501,72.277.283.575,92792462501.0,72277283575.0
"Chi phí vận chuyển, bốc xếp","Chi phí vận chuyển, bốc xếp","Chi phí vận chuyển, bốc xếp",77.673.496.064,101.439.085.260,77673496064.0,101439085260.0
Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,516.725.546,874.133.149,516725546.0,874133149.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,94.418.209.663,102.519.142.840,94418209663.0,102519142840.0
Chi phí khác,Chi phí khác,Chi phí khác,34.039.162.164,95.896.765.183,34039162164.0,95896765183.0
Cộng,Cộng,Cộng,324.837.109.405,399.024.809.430,324837109405.0,399024809430.0
