row_label_raw,row_label_full,12. Chi phí phải trả,Cuối năm,Đầu năm,numeric__Cuối năm,numeric__Đầu năm
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,198.275.227.781,310.152.126.503,198275227781.0,310152126503.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,73.444.592.574,164.067.793.139,73444592574.0,164067793139.0
Chi phí sửa chữa lớn TSCĐ,Chi phí sửa chữa lớn TSCĐ,Chi phí sửa chữa lớn TSCĐ,233.509.285,0,233509285.0,0.0
Trích trước tiền thuê đất,Trích trước tiền thuê đất,Trích trước tiền thuê đất,148.715.028,0,148715028.0,0.0
Chi phí phải trả khác,Chi phí phải trả khác,Chi phí phải trả khác,124.448.410.894,146.084.333.364,124448410894.0,146084333364.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,17.293.648.722,0,17293648722.0,0.0
Chi phí phải trả khác,Chi phí phải trả khác,Chi phí phải trả khác,17.293.648.722,0,17293648722.0,0.0
13. Doanh thu chưa thực hiện,13. Doanh thu chưa thực hiện,13. Doanh thu chưa thực hiện,Cuối năm,Đầu năm,,
a. Doanh thu chưa thực hiện ngắn hạn,13. Doanh thu chưa thực hiện > a. Doanh thu chưa thực hiện ngắn hạn,a. Doanh thu chưa thực hiện ngắn hạn,22.177.055.843,0,22177055843.0,0.0
"Doanh thu cho thuê hạ tầng, khu dân cư","13. Doanh thu chưa thực hiện > Doanh thu cho thuê hạ tầng, khu dân cư","Doanh thu cho thuê hạ tầng, khu dân cư",21.637.527.726,0,21637527726.0,0.0
"Doanh thu bán sản phẩm, hàng hóa, dịch vụ","13. Doanh thu chưa thực hiện > Doanh thu bán sản phẩm, hàng hóa, dịch vụ","Doanh thu bán sản phẩm, hàng hóa, dịch vụ",539.528.117,0,539528117.0,0.0
a. Doanh thu chưa thực hiện dài hạn,13. Doanh thu chưa thực hiện > a. Doanh thu chưa thực hiện dài hạn,a. Doanh thu chưa thực hiện dài hạn,2.452.678.137.312,1.618.504.882.959,2452678137312.0,1618504882959.0
"Doanh thu cho thuê hạ tầng, khu dân cư","13. Doanh thu chưa thực hiện > Doanh thu cho thuê hạ tầng, khu dân cư","Doanh thu cho thuê hạ tầng, khu dân cư",2.452.678.137.312,1.613.396.793.236,2452678137312.0,1613396793236.0
"Doanh thu bán sản phẩm, hàng hóa, dịch vụ","13. Doanh thu chưa thực hiện > Doanh thu bán sản phẩm, hàng hóa, dịch vụ","Doanh thu bán sản phẩm, hàng hóa, dịch vụ",0,5.108.089.723,0.0,5108089723.0
