row_label_raw,row_label_full,Mã số,Tên khoản mục,Số sau điều chỉnh,numeric__Tên khoản mục,numeric__Số sau điều chỉnh
BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT,,
339,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 339,339,8. Trái phiếu chuyển đổi,0,,0.0
340,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 340,340,9. Cổ phiếu ưu đãi,0,,0.0
341,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 341,341,10. Thuế thu nhập hoãn lại phải trả,0,,0.0
,,,,0,,0.0
342,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 342,342,11. Dự phòng phải trả dài hạn,0,,0.0
336,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 336,336,12. Doanh thu chưa thực hiện dài hạn,1.618.504.882.959,,1618504882959.0
343,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 343,343,13. Quỹ phát triển khoa học và công nghệ,197.326.593.268,,197326593268.0
400,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 400,400,D. VỐN CHỦ SỞ HỮU,42.249.831.110.211,,42249831110211.0
410,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 410,410,I. Vốn chủ sở hữu,42.064.100.747.941,,42064100747941.0
411,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 411,411,1. Vốn góp của chủ sở hữu,26.166.499.106.975,,26166499106975.0
412,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 412,412,2. Thặng dư vốn cổ phần,119.650.275.831,,119650275831.0
413,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 413,413,3. Quyền chọn chuyển đổi trái phiếu,0,,0.0
414,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 414,414,4. Vốn khác của chủ sở hữu,5.827.166.358,,5827166358.0
415,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 415,415,5. Cổ phiếu quỹ,(167.037.572.460),,-167037572460.0
416,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 416,416,6. Chênh lệch đánh giá lại tài sản,0,,0.0
417,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 417,417,7. Chênh lệch tỷ giá hối đoái,811.542.187.526,,811542187526.0
418,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 418,418,8. Quỹ đầu tư phát triển,6.203.988.188.735,,6203988188735.0
,,,,0,,0.0
419,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 419,419,9. Quỹ hỗ trợ sắp xếp doanh nghiệp,980.050.000,,980050000.0
420,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 420,420,10. Quỹ khác thuộc vốn chủ sở hữu,199.325.627.783,,199325627783.0
421,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 421,421,11. Lợi nhuận sau thuế chưa phân phối,95.676.067.603,,95676067603.0
421a,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 421a,421a,- LNST chưa phân phối lũy kế đến cuối kỳ trước,95.676.067.603,,95676067603.0
421b,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 421b,421b,- LNST chưa phân phối kỳ này,0,,0.0
422,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 422,422,11. Nguồn vốn đầu tư xây dựng cơ bản,4.662.727.366.392,,4662727366392.0
,,,,0,,0.0
429,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 429,429,12. Lợi ích của cổ đông không kiểm soát,3.964.922.283.198,,3964922283198.0
430,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 430,430,II. Nguồn kinh phí và quỹ khác,185.730.362.270,,185730362270.0
431,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 431,431,1. Nguồn kinh phí,11.387.876.387,,11387876387.0
432,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 432,432,2. Nguồn kinh phí đã hình thành TSCĐ,174.342.485.883,,174342485883.0
,,,,0,,0.0
440,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 440,440,TỔNG CỘNG NGUỐN VỐN,63.469.442.681.831,,63469442681831.0
