row_label_raw,row_label_full,Stt,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Hoạt động kinh doanh chính,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết,numeric__Hoạt động kinh doanh chính
96,96,96,Công ty Cổ phần VRG Khải Hoàn,"Áp Cầu Sắt, xã Lai Hưng, huyện Bến Cát, tỉnh Bình Dương","51,04%","51,04%",Sản xuất găng tay y tế các loại,,,0.5104,0.5104,
97,97,97,Công ty TNHH Cao su Bolikhamxay – Hà Tĩnh,"Tỉnh Bolikhamxay, nước Cộng hòa Dân chủ Nhân dân Lào",100%,100%,"Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,1.0,
98,98,98,Công ty TNHH Phát triển Cao su Tây Ninh - Siêm Riệp,"Xã Trapeang Prasat, huyện Trapeang Prasat, tỉnh Oddar Mean Cheay, Vương quốc Campuchia","60,00%",100%,"Trồng, chăm sóc, khai thác và chế biến mù cao su",,,0.6,1.0,
99,99,99,Công ty TNHH MTV VRG Oudomxay,"Tỉnh Oudomxay, nước Cộng hòa Dân chủ Nhân dân Lào",100%,100%,"Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,1.0,
100,100,100,Công ty TNHH VKETI,"Tỉnh Kratie, Vương quốc Campuchia",100%,100%,"Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,1.0,
101,101,101,Công ty Cổ phần Cao su Dầu Tiếng – Lai Châu,"Khu 2, thị trấn Than Uyên, huyện Than Uyên, tỉnh Lai Châu","99,96%",100%,Trồng cây cao su; Xây dựng nhà các loại; Khai thác quãng kim loại qui hiểm,,,0.9995999999999999,1.0,
102,102,102,Công ty TNHH Cao su Ea H’leo - BM,"Tỉnh Ratanakiri, Vương quốc Campuchia",100%,100%,"Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,1.0,
103,103,103,Công ty TNHH Cao su Phước Hòa Đắk Lắk,"138 Hùng Vương, thị trấn Ea Súp, huyện Ea Súp, tỉnh Đắk Lắk","66,62%",100%,"Trồng, chăm sóc, khai thác và chế biến mù cao su",,,0.6662,1.0,
104,104,104,Công ty Cổ phần Cao su Mường Nhé – Điện Biên,"Bán Mường Nhé, xã Mường Nhé, huyện Mường Nhé, tỉnh Điện Biên 269A Nguyễn Trọng Tuyên, phường 10, quận Phú Nhuận, TP. Hồ Chí Minh",100%,100%,"Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,1.0,
105,105,105,Công ty Cổ phần Xuất khẩu Cao su VRG Nhật Bản,"Tỉnh Salavan, nước Cộng hòa Dân chủ Nhân dân Lào","50,00%","50,00%",Bán buôn cao su,,,0.5,0.5,
106,106,106,Công ty TNHH MTV Cao su Qua Van,,100%,100%,"Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,1.0,
