row_label_raw,row_label_full,Mã số,Tên khoản mục,Số sau điều chỉnh,numeric__Tên khoản mục,numeric__Số sau điều chỉnh
BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT,,
100,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT > 100,100,A. TÀI SẢN NGẮN HẠN,17.205.097.901.932,,17205097901932.0
110,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT > 110,110,I. Tiền và các khoản tương đương tiền,6.832.590.357.344,,6832590357344.0
111,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT > 111,111,1. Tiền,2.407.694.095.002,,2407694095002.0
112,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT > 112,112,2. Các khoản tương đương tiền,4.424.896.262.342,,4424896262342.0
120,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT > 120,120,II. Các khoản đầu tư tài chính ngắn hạn,2.268.274.975.493,,2268274975493.0
,,,,0,,0.0
,,,,0,,0.0
121,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT > 121,121,1. Chứng khoán kinh doanh,234.770.838.685,,234770838685.0
122,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT > 122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,(184.725.527.649),,-184725527649.0
123,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT > 123,123,3. Đầu tư nằm giữ đến ngày đáo hạn,2.218.229.664.457,,2218229664457.0
130,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT > 130,130,III. Các khoản phải thu ngắn hạn,3.680.122.948.849,,3680122948849.0
131,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT > 131,131,1. Phải thu ngắn hạn của khách hàng,1.130.295.233.082,,1130295233082.0
132,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT > 132,132,2. Trả trước cho người bán ngắn hạn,1.255.519.599.471,,1255519599471.0
133,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT > 133,133,3. Phải thu nội bộ ngắn hạn,0,,0.0
134,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT > 134,134,4. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,0,,0.0
135,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT > 135,135,5. Phải thu về cho vay ngắn hạn,1.223.118.940.902,,1223118940902.0
136,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT > 136,136,6: Phải thu ngắn hạn khác,967.578.030.810,,967578030810.0
137,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT > 137,137,7. Dự phòng phải thu ngắn hạn khó đòi,(921.741.719.588),,-921741719588.0
139,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT > 139,139,8. Tài sản thiếu chờ xử lý,25.352.864.172,,25352864172.0
140,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT > 140,140,IV. Hàng tồn kho,3.801.893.173.167,,3801893173167.0
141,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT > 141,141,1. Hàng tồn kho,3.911.778.009.490,,3911778009490.0
149,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT > 149,149,2. Dự phòng giảm giá hàng tồn kho,(109.884.836.323),,-109884836323.0
150,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT > 150,150,V. Tài sản ngắn hạn khác,622.216.447.079,,622216447079.0
151,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT > 151,151,1. Chi phí trả trước ngắn hạn,13.501.035.696,,13501035696.0
152,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT > 152,152,2. Thuế GTGT được khấu trừ,419.936.280.010,,419936280010.0
153,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT > 153,153,3. Thuế và các khoản khác phải thu Nhà nước,188.779.131.373,,188779131373.0
154,BẢNG CẦN ĐỐI KẾ TOẠN HỢP NHẤT > 154,154,4. Giao dịch mua bán lại trái phiếu Chính phủ,0,,0.0
