row_label_raw,row_label_full,Stt,Tên công ty,Báo cáo tài chính tham gia hợp nhất,Đơn vị kiểm toán,Ý kiến Kiểm toán viên trên Báo cáo kiểm toán,numeric__Tên công ty,numeric__Báo cáo tài chính tham gia hợp nhất,numeric__Đơn vị kiểm toán,numeric__Ý kiến Kiểm toán viên trên Báo cáo kiểm toán
51,51,51,Công ty Cổ phần Cao Su Lai Châu,Báo cáo tài chính,AVA,Chấp nhận toàn bộ,,,,
52,52,52,Công ty Cổ phần Cao su Dầu Tiếng Việt Lào,Báo cáo tài chính hợp nhất,AASC,Chấp nhận toàn bộ,,,,
53,53,53,Công ty Cổ phần Cao su Sa Thầy,Báo cáo tài chính,AASCs,Chấp nhận toàn bộ,,,,
54,54,54,Công ty Cổ phần Đầu tư phát triển cao su Nghệ An,Báo cáo tài chính,AASC,Chấp nhận toàn bộ,,,,
55,55,55,Công ty Cổ phần Cao su Tân Biên - Kampongthom,Báo cáo tài chính hợp nhất,AASC,Chấp nhận toàn bộ,,,,
56,56,56,Công ty Cổ phần Cao su Ea H'leo - Bình Minh,Báo cáo tài chính,AVINA-IAFC,Ý kiến ngoại trừ,,,,
57,57,57,Công ty Cổ phần Cao su Phú Riềng - Kratie,Báo cáo tài chính,AASC,Ý kiến ngoại trừ,,,,
58,58,58,Công ty Cổ phần VRG - Phú Yên,Báo cáo tài chính,AFA,Chấp nhận toàn bộ,,,,
59,59,59,Công ty Cổ phần Khu Công nghiệp Dầu Giấy,Báo cáo tài chính,AVA,Chấp nhận toàn bộ,,,,
60,60,60,Công ty Cổ phần Khu Công nghiệp Long Khánh,Báo cáo tài chính,AVA,Chấp nhận toàn bộ,,,,
61,61,61,Công ty Cổ phần Du lịch Hàm Rồng,Báo cáo tài chính tổng hợp,A&C,Ý kiến ngoại trừ,,,,
62,62,62,Công ty Cổ phần Cao su Hà Giang,Báo cáo tài chính,AVA,Chấp nhận toàn bộ,,,,
63,63,63,Công ty Cổ phần Cao su Trường Phát,Báo cáo tài chính,AVA,Chấp nhận toàn bộ,,,,
64,64,64,Công ty Cổ phần Cao Su Đồng Phú Kratie,Báo cáo tài chính hợp nhất,AVA,Ý kiến ngoại trừ,,,,
65,65,65,Công ty Cổ phần Cao Su Đồng Nai - Kratie,Báo cáo tài chính hợp nhất,AVA,Chấp nhận toàn bộ,,,,
66,66,66,Công ty Cổ phần Thủy điện VRG Ngọc Linh,Báo cáo tài chính,Chưa kiểm toán,,,,,
67,67,67,Công ty Cổ phần Cao su Kỹ thuật Đồng Phú,Báo cáo tài chính,AVA,Ý kiến ngoại trừ,,,,
68,68,68,Công ty Cổ phần Cao su Bảo Lâm,Báo cáo tài chính,AVA,Chấp nhận toàn bộ,,,,
69,69,69,Công ty Cổ phần Công nghiệp An Điền Công ty Cổ phần Kinh doanh bất động sản Cao Su Dầu Tiếng Công ty Cổ phần Thể thao Cao su Phú Riềng Bình Phước,Báo cáo tài chính,AASC,Chấp nhận toàn bộ,,,,
70,70,70,Công ty Cổ phần Công nghiệp An Điền Công ty Cổ phần Kinh doanh bất động sản Cao Su Dầu Tiếng Công ty Cổ phần Thể thao Cao su Phú Riềng Bình Phước,Báo cáo tài chính,AASC,Ý kiến ngoại trừ,,,,
71,71,71,Công ty Cổ phần Công nghiệp An Điền Công ty Cổ phần Kinh doanh bất động sản Cao Su Dầu Tiếng Công ty Cổ phần Thể thao Cao su Phú Riềng Bình Phước,Báo cáo tài chính,AASCs,Chấp nhận toàn bộ,,,,
72,72,72,Công ty Cổ phần Đầu tư Xây dựng Cao su Phú Thịnh,Báo cáo tài chính,CPA Việt Nam,Chấp nhận toàn bộ,,,,
