row_label_raw,row_label_full,Stt,Tên công ty,Báo cáo tài chính tham gia hợp nhất,Đơn vị kiểm toán,Ý kiến Kiểm toán viên trên Báo cáo kiểm toán,numeric__Tên công ty,numeric__Báo cáo tài chính tham gia hợp nhất,numeric__Đơn vị kiểm toán,numeric__Ý kiến Kiểm toán viên trên Báo cáo kiểm toán
73,73,73,Công ty Cổ phần Cao su Đồng Phú - Đắk Nông,Báo cáo tài chính,AVA,Chấp nhận toàn bộ,,,,
74,74,74,Công ty Cổ phần Cao su Bình Long - Tà Thiết,Báo cáo tài chính,AVA,Ý kiến ngoại trừ,,,,
75,75,75,Công ty Cổ phần Chế biến – Xuất nhập khẩu Gỗ Tây Ninh,Báo cáo tài chính,AASC,Chấp nhận toàn bộ,,,,
76,76,76,Công ty Cổ phần Cơ khí Vận tải Cao su Đầu Tiếng,Báo cáo tài chính,AASC,Chấp nhận toàn bộ,,,,
77,77,77,Công ty Cổ phần Phân bón Thương mại Phú Thịnh,Báo cáo tài chính,Chưa kiểm toán,,,,,
78,78,78,Công ty Cổ phần Cao su Lai Châu II,Báo cáo tài chính,AVA,Chấp nhận toàn bộ,,,,
79,79,79,Công ty Cổ phần Cao su Bà Rịa – Kampong Thom,Báo cáo tài chính hợp nhất,AASC,Chấp nhận toàn bộ,,,,
80,80,80,Công ty Cổ phần Cao su Chư sê – Kampong Thom,Báo cáo tài chính hợp nhất,AASC,Chấp nhận toàn bộ,,,,
81,81,81,Công ty Cổ phần Cao su Mang Yang Ratanakiri,Báo cáo tài chính hợp nhất,AVINA-IAFC,Ý kiến ngoại trừ,,,,
82,82,82,Công ty Cổ phần Phân vi sinh Quảng Trị,Báo cáo tài chính,AVINA-IAFC,Chấp nhận toàn bộ,,,,
83,83,83,Công ty TNHH Phát triển Cao su Phước Hòa Kampong Thom,Báo cáo tài chính,Chưa kiểm toán,,,,,
84,84,84,Công ty Cổ phần Khu công nghiệp Bắc Đồng Phú,Báo cáo tài chính,AVA,Chấp nhận toàn bộ,,,,
85,85,85,Công ty Cổ phần Khu công nghiệp Cao su Bình Long,Báo cáo tài chính,AASC,Chấp nhận toàn bộ,,,,
86,86,86,Công ty Cổ phần Cao su Yên Bái,Báo cáo tài chính,AVA,Chấp nhận toàn bộ,,,,
87,87,87,Công ty Cổ phần Cao su Dầu Tiếng Lào Cai,Báo cáo tài chính,AASC,Chấp nhận toàn bộ,,,,
88,88,88,Công ty Cổ phần Cao su Krông Buk Ratanakiri,Báo cáo tài chính hợp nhất,AVN,Chấp nhận toàn bộ,,,,
89,89,89,Công ty Cổ phần Cao su Chư Prông - Stung Treng,Báo cáo tài chính hợp nhất,AASC,Ý kiến ngoại trừ,,,,
90,90,90,Công ty Cổ phần Cao su Dầu Tiếng Kratie,Báo cáo tài chính hợp nhất,AASC,Chấp nhận toàn bộ,,,,
91,91,91,Công ty Cổ phần Cao su Dầu Tiếng Campuchia,Báo cáo tài chính hợp nhất,AASC,Chấp nhận toàn bộ,,,,
92,92,92,Công ty Cổ phần Chế biến Gỗ Cao su Đồng Nai,Báo cáo tài chính,AVA,Chấp nhận toàn bộ,,,,
93,93,93,Công ty TNHH MTV Địa ốc Cao su Đồng Nai,Báo cáo tài chính,AVA,Chấp nhận toàn bộ,,,,
94,94,94,Công ty Cổ phần Gỗ Đồng Phú,Báo cáo tài chính,AVA,Chấp nhận toàn bộ,,,,
