row_label_raw,row_label_full,col_0,31/12/2019 > Số lượng,31/12/2019 > Giá gốc VND,31/12/2019 > Giá trị hợp lý VND,31/12/2019 > Dự phòng giảm giá VND,1/1/2019 > Số lượng,1/1/2019 > Giá gốc VND,1/1/2019 > Giá trị hợp lý VND,1/1/2019 > Dự phòng giảm giá VND,numeric__31/12/2019 > Số lượng,numeric__31/12/2019 > Giá gốc VND,numeric__31/12/2019 > Giá trị hợp lý VND,numeric__31/12/2019 > Dự phòng giảm giá VND,numeric__1/1/2019 > Số lượng,numeric__1/1/2019 > Giá gốc VND,numeric__1/1/2019 > Giá trị hợp lý VND,numeric__1/1/2019 > Dự phòng giảm giá VND
Cổ phiếu,Cổ phiếu,Cổ phiếu,Cổ phiếu,Cổ phiếu,Cổ phiếu,Cổ phiếu,Cổ phiếu,Cổ phiếu,Cổ phiếu,Cổ phiếu,,,,,,,,
Cổ phiếu của Ngân hàng TMCP Quân đội,Cổ phiếu > Cổ phiếu của Ngân hàng TMCP Quân đội,Cổ phiếu của Ngân hàng TMCP Quân đội,2,15.631,41.800,-,380.922,2.977.135.749,7.408.932.900,-,2.0,15631.0,41800.0,,380922.0,2977135749.0,7408932900.0,
Cổ phiếu của Công ty Cổ phần LICOGI 13,Cổ phiếu > Cổ phiếu của Công ty Cổ phần LICOGI 13,Cổ phiếu của Công ty Cổ phần LICOGI 13,-,-,-,-,75.750,444.927.000,295.425.000,(149.502.000),,,,,75750.0,444927000.0,295425000.0,-149502000.0
,,,,15.631,41.800,-,,3.422.062.749,7.704.357.900,(149.502.000),,15631.0,41800.0,,,3422062749.0,7704357900.0,-149502000.0
Trái phiếu,Cổ phiếu > Trái phiếu,Trái phiếu,1.087.785,112.024.461.090,(*),-,-,-,(*),-,1087785.0,112024461090.0,,,,,,
Chứng chỉ tiền gửi,Cổ phiếu > Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,92,98.986.958.860,(*),-,-,-,(*),-,92.0,98986958860.0,,,,,,
,,,,211.011.419.950,,-,,-,,-,,211011419950.0,,,,,,
,,,,211.011.435.581,,-,,3.422.062.749,,(149.502.000),,211011435581.0,,,,3422062749.0,,-149502000.0
