row_label_raw,row_label_full,col_0,31/12/2019VND,1/1/2019VND,numeric__31/12/2019VND,numeric__1/1/2019VND
Tiền quản lý tập trung phải trả các công ty con (i),Tiền quản lý tập trung phải trả các công ty con (i),Tiền quản lý tập trung phải trả các công ty con (i),252.847.042.264,-,252847042264.0,
- Công ty Cổ phần Năng lượng Agrita - Quảng Nam,- Công ty Cổ phần Năng lượng Agrita - Quảng Nam,- Công ty Cổ phần Năng lượng Agrita - Quảng Nam,251.940.439.260,-,251940439260.0,
- Công ty Cổ phần Hà Đô - 756 Sài Gòn,- Công ty Cổ phần Hà Đô - 756 Sài Gòn,- Công ty Cổ phần Hà Đô - 756 Sài Gòn,645.285.979,-,645285979.0,
- Công ty Cổ phần Za Hưng,- Công ty Cổ phần Za Hưng,- Công ty Cổ phần Za Hưng,216.485.033,-,216485033.0,
- Công ty TNHH Hà Đô Bình Thuận,- Công ty TNHH Hà Đô Bình Thuận,- Công ty TNHH Hà Đô Bình Thuận,44.831.992,-,44831992.0,
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,118.692.210.825,94.916.268.775,118692210825.0,94916268775.0
Phải trả Công ty TNHH Đầu tư Phát triển Giáo dục Newton (ii),Phải trả Công ty TNHH Đầu tư Phát triển Giáo dục Newton (ii),Phải trả Công ty TNHH Đầu tư Phát triển Giáo dục Newton (ii),20.630.454.546,-,20630454546.0,
"Ký quỹ, ký cược","Ký quỹ, ký cược","Ký quỹ, ký cược",11.407.400.460,58.129.027,11407400460.0,58129027.0
Phí bảo trì các tòa nhà (iii),Phí bảo trì các tòa nhà (iii),Phí bảo trì các tòa nhà (iii),9.642.574.169,7.051.715.234,9642574169.0,7051715234.0
Phải trả Viện Khoa học và Công nghệ Quân sự (iv),Phải trả Viện Khoa học và Công nghệ Quân sự (iv),Phải trả Viện Khoa học và Công nghệ Quân sự (iv),9.567.700.280,-,9567700280.0,
Phải trả cổ đông cổ phiếu quỹ,Phải trả cổ đông cổ phiếu quỹ,Phải trả cổ đông cổ phiếu quỹ,-,121.000,,121000.0
Phải trả Công ty Cổ Phần Hà Đô - 756 Sài Gòn– công ty con liên quan đến hợp đồng hợp tác kinh doanh,Phải trả Công ty Cổ Phần Hà Đô - 756 Sài Gòn– công ty con liên quan đến hợp đồng hợp tác kinh doanh,Phải trả Công ty Cổ Phần Hà Đô - 756 Sài Gòn– công ty con liên quan đến hợp đồng hợp tác kinh doanh,-,6.000.000.000,,6000000000.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,5.264.903.589,6.581.869.202,5264903589.0,6581869202.0
,,,428.052.286.133,114.608.103.238,428052286133.0,114608103238.0
