row_label_raw,row_label_full,col_0,2019VND,2018VND,numeric__2019VND,numeric__2018VND
Chi phí thuế hiện hành,Chi phí thuế hiện hành,Chi phí thuế hiện hành,,,,
Năm hiện hành,Chi phí thuế hiện hành > Năm hiện hành,Năm hiện hành,3.224.863.577,3.511.716.729,3224863577.0,3511716729.0
Dự phòng thiếu trong những năm trước,Chi phí thuế hiện hành > Dự phòng thiếu trong những năm trước,Dự phòng thiếu trong những năm trước,4.576.256.523,-,4576256523.0,
,,,7.801.120.100,3.511.716.729,7801120100.0,3511716729.0
(b) Đối chiếu thuế suất thực tế,(b) Đối chiếu thuế suất thực tế,(b) Đối chiếu thuế suất thực tế,,,,
,,,2019VND,2018VND,,
Lợi nhuận kế toán trước thuế,(b) Đối chiếu thuế suất thực tế > Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,694.765.280.701,356.151.370.384,694765280701.0,356151370384.0
Thuế tính theo thuế suất của Công ty,(b) Đối chiếu thuế suất thực tế > Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,138.953.056.140,71.230.274.077,138953056140.0,71230274077.0
Chi phí không được khấu trừ thuế,(b) Đối chiếu thuế suất thực tế > Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,4.627.891.987,2.629.311.775,4627891987.0,2629311775.0
Thu nhập không bị tính thuế,(b) Đối chiếu thuế suất thực tế > Thu nhập không bị tính thuế,Thu nhập không bị tính thuế,(151.689.720.775),(68.641.094.123),-151689720775.0,-68641094123.0
Ảnh hưởng của các chênh lệch tạm thời không được ghi nhận,(b) Đối chiếu thuế suất thực tế > Ảnh hưởng của các chênh lệch tạm thời không được ghi nhận,Ảnh hưởng của các chênh lệch tạm thời không được ghi nhận,11.333.636.225,(1.706.775.000),11333636225.0,-1706775000.0
Dự phòng thiếu trong những năm trước,(b) Đối chiếu thuế suất thực tế > Dự phòng thiếu trong những năm trước,Dự phòng thiếu trong những năm trước,4.576.256.523,-,4576256523.0,
,,,7.801.120.100,3.511.716.729,7801120100.0,3511716729.0
