row_label_raw,row_label_full,col_0,Thời hạn,Lãi suất năm,31/12/2019 VND,1/1/2019 VND,numeric__Thời hạn,numeric__Lãi suất năm,numeric__31/12/2019 VND,numeric__1/1/2019 VND
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,,,
Công ty Cổ phần Thiết bị,Công ty Cổ phần Thiết bị,Công ty Cổ phần Thiết bị,Công ty Cổ phần Thiết bị,Công ty Cổ phần Thiết bị,Công ty Cổ phần Thiết bị,Công ty Cổ phần Thiết bị,,,,
Giáo dục 1,Công ty Cổ phần Thiết bị > Giáo dục 1,Giáo dục 1,12 tháng,"9,5% - 11%",27.500.000.000,21.500.000.000,,,27500000000.0,21500000000.0
Công ty Cổ phần Đầu tư,Công ty Cổ phần Đầu tư,Công ty Cổ phần Đầu tư,Công ty Cổ phần Đầu tư,Công ty Cổ phần Đầu tư,Công ty Cổ phần Đầu tư,Công ty Cổ phần Đầu tư,,,,
Bất động sản Bình An Riverside,Công ty Cổ phần Đầu tư > Bất động sản Bình An Riverside,Bất động sản Bình An Riverside,12 tháng,7%,-,5.000.000.000,,0.07,,5000000000.0
Công ty Cổ phần Hà Đô 1,Công ty Cổ phần Đầu tư > Công ty Cổ phần Hà Đô 1,Công ty Cổ phần Hà Đô 1,5 tháng,8%,-,13.833.459.000,,0.08,,13833459000.0
Công ty Cổ phần Hà Đô 45,Công ty Cổ phần Đầu tư > Công ty Cổ phần Hà Đô 45,Công ty Cổ phần Hà Đô 45,6 tháng,11%,51.712.628.583,-,,0.11,51712628583.0,
,,,,,79.212.628.583,40.333.459.000,,,79212628583.0,40333459000.0
