row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2019VND,2018VND,,
Công ty Cổ phần Thiết bị Giáo dục 1,Công ty Cổ phần Thiết bị Giáo dục 1,Công ty Cổ phần Thiết bị Giáo dục 1,Công ty Cổ phần Thiết bị Giáo dục 1,Công ty Cổ phần Thiết bị Giáo dục 1,,
Cho công ty con vay,Công ty Cổ phần Thiết bị Giáo dục 1 > Cho công ty con vay,Cho công ty con vay,6.500.000.000,21.500.000.000,6500000000.0,21500000000.0
Nhận hoàn trả gốc vay từ công ty con,Công ty Cổ phần Thiết bị Giáo dục 1 > Nhận hoàn trả gốc vay từ công ty con,Nhận hoàn trả gốc vay từ công ty con,1.000.000.000,-,1000000000.0,
Lãi công ty con vay nhập gốc,Công ty Cổ phần Thiết bị Giáo dục 1 > Lãi công ty con vay nhập gốc,Lãi công ty con vay nhập gốc,500.000.000,-,500000000.0,
Thu nhập lãi vay từ công ty con,Công ty Cổ phần Thiết bị Giáo dục 1 > Thu nhập lãi vay từ công ty con,Thu nhập lãi vay từ công ty con,3.251.343.202,231.447.945,3251343202.0,231447945.0
Phí quản lý công ty con,Công ty Cổ phần Thiết bị Giáo dục 1 > Phí quản lý công ty con,Phí quản lý công ty con,-,348.146.558,,348146558.0
Công ty TNHH MTV Đầu tư Quốc tế Hà Đô,Công ty TNHH MTV Đầu tư Quốc tế Hà Đô,Công ty TNHH MTV Đầu tư Quốc tế Hà Đô,Công ty TNHH MTV Đầu tư Quốc tế Hà Đô,Công ty TNHH MTV Đầu tư Quốc tế Hà Đô,,
Góp vốn vào công ty con,Công ty TNHH MTV Đầu tư Quốc tế Hà Đô > Góp vốn vào công ty con,Góp vốn vào công ty con,166.284.559.200,-,166284559200.0,
Phí quản lý công ty con,Công ty TNHH MTV Đầu tư Quốc tế Hà Đô > Phí quản lý công ty con,Phí quản lý công ty con,1.241.568.216,3.726.739.970,1241568216.0,3726739970.0
Công ty Cổ phần Năng lượng Agrita - Quảng Nam,Công ty Cổ phần Năng lượng Agrita - Quảng Nam,Công ty Cổ phần Năng lượng Agrita - Quảng Nam,Công ty Cổ phần Năng lượng Agrita - Quảng Nam,Công ty Cổ phần Năng lượng Agrita - Quảng Nam,,
Góp vốn vào công ty con,Công ty Cổ phần Năng lượng Agrita - Quảng Nam > Góp vốn vào công ty con,Góp vốn vào công ty con,443.485.100.000,50.763.789.599,443485100000.0,50763789599.0
Phí quản lý công ty con,Công ty Cổ phần Năng lượng Agrita - Quảng Nam > Phí quản lý công ty con,Phí quản lý công ty con,1.348.473.096,-,1348473096.0,
Công ty Cổ phần Hà Đô Ninh Thuận,Công ty Cổ phần Hà Đô Ninh Thuận,Công ty Cổ phần Hà Đô Ninh Thuận,Công ty Cổ phần Hà Đô Ninh Thuận,Công ty Cổ phần Hà Đô Ninh Thuận,,
Góp vốn vào công ty con,Công ty Cổ phần Hà Đô Ninh Thuận > Góp vốn vào công ty con,Góp vốn vào công ty con,6.000.000.000,-,6000000000.0,
Phí quản lý công ty con,Công ty Cổ phần Hà Đô Ninh Thuận > Phí quản lý công ty con,Phí quản lý công ty con,1.348.473.096,-,1348473096.0,
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,
