row_label_raw,row_label_full,"26. Tinh hình thu nhập của cán bộ, công nhân viên > Số lượng nhân viên ngày 31/12",Năm 2024 > 2.085,Năm 2023 > 1.973,numeric__Năm 2024 > 2.085,numeric__Năm 2023 > 1.973
"I. Bình quân số cán bộ, công nhân viên","I. Bình quân số cán bộ, công nhân viên","I. Bình quân số cán bộ, công nhân viên",2.029,2.052,2029.0,2052.0
"II. Thu nhập của cán bộ, công nhân viên","II. Thu nhập của cán bộ, công nhân viên","II. Thu nhập của cán bộ, công nhân viên",,,,
1. Tổng quỹ lượng,"II. Thu nhập của cán bộ, công nhân viên > 1. Tổng quỹ lượng",1. Tổng quỹ lượng,718.103,583.614,718103.0,583614.0
2. Tiền thường,2. Tiền thường,2. Tiền thường,-,-,,
3. Thu nhập khác,2. Tiền thường > 3. Thu nhập khác,3. Thu nhập khác,36.069,1.206,36069.0,1206.0
4. Tổng thu nhập (1+2+3),2. Tiền thường > 4. Tổng thu nhập (1+2+3),4. Tổng thu nhập (1+2+3),754.172,584.820,754172.0,584820.0
5. Tiền lương bình quân (đồng/người/tháng),2. Tiền thường > 5. Tiền lương bình quân (đồng/người/tháng),5. Tiền lương bình quân (đồng/người/tháng),"29,49","23,70",29.49,23.7
6. Thu nhập bình quân (đồng/người/tháng),2. Tiền thường > 6. Thu nhập bình quân (đồng/người/tháng),6. Thu nhập bình quân (đồng/người/tháng),"30,97","23,75",30.97,23.75
