row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,31/12/2024,31/12/2023,numeric__Thuyết minh,numeric__31/12/2024,numeric__31/12/2023
1. Bảo lãnh vay vốn,1. Bảo lãnh vay vốn,1. Bảo lãnh vay vốn,VIII.29,28.644,28.644,,28644.0,28644.0
2. Cam kết giao dịch hồi doái,2. Cam kết giao dịch hồi doái,2. Cam kết giao dịch hồi doái,VIII.29,13.317.723,4.438.665,,13317723.0,4438665.0
2.1 Cam kết mua ngoại tệ,2.1 Cam kết mua ngoại tệ,2.1 Cam kết mua ngoại tệ,,1.397.853,-,,1397853.0,
2.2 Cam kết bán ngoại tệ,2.2 Cam kết bán ngoại tệ,2.2 Cam kết bán ngoại tệ,,889.543,72.765,,889543.0,72765.0
2.3 Cam kết giao dịch hoán đổi,2.3 Cam kết giao dịch hoán đổi,2.3 Cam kết giao dịch hoán đổi,,11.030.327,4.365.900,,11030327.0,4365900.0
2.4 Cam kết giao dịch tương lai,2.4 Cam kết giao dịch tương lai,2.4 Cam kết giao dịch tương lai,,-,-,,,
3. Cam kết cho vay không hủy ngang,3. Cam kết cho vay không hủy ngang,3. Cam kết cho vay không hủy ngang,,-,-,,,
4. Cam kết trong nghiệp vụ L/C,3. Cam kết cho vay không hủy ngang > 4. Cam kết trong nghiệp vụ L/C,4. Cam kết trong nghiệp vụ L/C,VIII.29,204.014,417.270,,204014.0,417270.0
5. Bảo lãnh khác,3. Cam kết cho vay không hủy ngang > 5. Bảo lãnh khác,5. Bảo lãnh khác,VIII.29,5.435.180,2.871.193,,5435180.0,2871193.0
6. Các cam kết khác,3. Cam kết cho vay không hủy ngang > 6. Các cam kết khác,6. Các cam kết khác,VIII.29,8.838.410,4.442.664,,8838410.0,4442664.0
7. Lãi cho vay và phí phải thu chưa thu được,3. Cam kết cho vay không hủy ngang > 7. Lãi cho vay và phí phải thu chưa thu được,7. Lãi cho vay và phí phải thu chưa thu được,,20.410.771,10.090.644,,20410771.0,10090644.0
8. Nợ khó đòi đã xử lý,3. Cam kết cho vay không hủy ngang > 8. Nợ khó đòi đã xử lý,8. Nợ khó đòi đã xử lý,,1.601.096,978.304,,1601096.0,978304.0
9. Tài sản và chứng từ khác,3. Cam kết cho vay không hủy ngang > 9. Tài sản và chứng từ khác,9. Tài sản và chứng từ khác,,55.128.422,23.992.325,,55128422.0,23992325.0
