row_label_raw,row_label_full,"1. Tiền mặt, vàng bạc, đá quý",31/12/2024,31/12/2023,numeric__31/12/2024,numeric__31/12/2023
Tiền mặt bằng VND,Tiền mặt bằng VND,Tiền mặt bằng VND,240.919,224.404,240919.0,224404.0
Tiền mặt bằng ngoại tệ,Tiền mặt bằng ngoại tệ,Tiền mặt bằng ngoại tệ,55.726,24.109,55726.0,24109.0
Tổng cộng,Tổng cộng,Tổng cộng,296.645,248.513,296645.0,248513.0
2. Tiền gửi tại Ngân hàng Nhà nước,2. Tiền gửi tại Ngân hàng Nhà nước,2. Tiền gửi tại Ngân hàng Nhà nước,31/12/2024,31/12/2023,,
Tiền gửi thanh toán tại Ngân hàng Nhà nước,2. Tiền gửi tại Ngân hàng Nhà nước > Tiền gửi thanh toán tại Ngân hàng Nhà nước,Tiền gửi thanh toán tại Ngân hàng Nhà nước,3.507.305,2.287.057,3507305.0,2287057.0
Bằng VND,2. Tiền gửi tại Ngân hàng Nhà nước > Bằng VND,Bằng VND,3.489.130,2.251.489,3489130.0,2251489.0
Bằng ngoại tệ,2. Tiền gửi tại Ngân hàng Nhà nước > Bằng ngoại tệ,Bằng ngoại tệ,18.175,35.568,18175.0,35568.0
Tổng cộng,2. Tiền gửi tại Ngân hàng Nhà nước > Tổng cộng,Tổng cộng,3.507.305,2.287.057,3507305.0,2287057.0
