row_label_raw,row_label_full,col_0,Năm 2024,Năm 2023,numeric__Năm 2024,numeric__Năm 2023
"1. Chi nộp thuế và các khoản phí, lệ phí","1. Chi nộp thuế và các khoản phí, lệ phí","1. Chi nộp thuế và các khoản phí, lệ phí",17.443,6.583,17443.0,6583.0
2. Chi phí cho nhân viên,2. Chi phí cho nhân viên,2. Chi phí cho nhân viên,955.516,652.446,955516.0,652446.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi lương và phụ cấp,Trong đó: > Chi lương và phụ cấp,Chi lương và phụ cấp,881.971,583.614,881971.0,583614.0
Các khoản chi đóng góp theo lương,Trong đó: > Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,34.046,35.352,34046.0,35352.0
Chi trợ cấp,Trong đó: > Chi trợ cấp,Chi trợ cấp,855,1.206,855.0,1206.0
Chi khác cho nhân viên,Trong đó: > Chi khác cho nhân viên,Chi khác cho nhân viên,38.644,-,38644.0,
3. Chi về tài sản,Trong đó: > 3. Chi về tài sản,3. Chi về tài sản,330.871,236.877,330871.0,236877.0
Trong đó: Khấu hao tài sản cố định,Trong đó: > Trong đó: Khấu hao tài sản cố định,Trong đó: Khấu hao tài sản cố định,45.541,50.931,45541.0,50931.0
4. Chi cho hoạt động quản lý công vụ (*),Trong đó: > 4. Chi cho hoạt động quản lý công vụ (*),4. Chi cho hoạt động quản lý công vụ (*),256.489,227.699,256489.0,227699.0
